c,c,c,c,c,c,b,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,e,g,g,b,b,b,b,b,b,b,b,e,j,j,i,l,l,d,f,f,i,d,l,l,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,l,l,e,h,d,h,g,g,h,h,g,e,e,j,h,l
2622.6,2781.4,2954.2,3115.4,3288.8,3456.7,3601.2,3761.8,3900.4,4060.4,4216,4384.7,4559.8,4736.4,4912.4,5117.7,5275.2,5439.8,5592.5,5750.6,5920.2,6070.6,6212.5,6362.5,6543.8,6861.9,7015.5,7138.2,7285.1,7428.2,7591.7,7736.3,7883.7,8027.7,8186.8,8330.2,8474.2,8627.7,8713.5,8821.1,8946.4,9036.6,9163.5,9287.3,9421.5,9546.4,9609.8,9780.5,9904.8,10053,10198,10348,10502,10648,10795,10929,11075,11230,11377,11462,11563,11687,11778,11900,12026,12163,12286,12350,12504,12639,12749,12873,12935,13083,13221,13332,13463,13615,13754,13889,14051,14213,14358,14502,14638,14788,14882
2650.5,2810.2,2982,3150.9,3312.9,3481.4,3643.3,3801.5,3954.3,4112.4,4287.2,4453.2,4629.8,4804.3,4980.8,5183.7,5328.3,5492.1,5646.6,5805.6,5974.2,6123.3,6267,6416.7,6572.4,6898,7055.2,7205.2,7352.4,7498.1,7664.2,7806.3,7955.5,8099.8,8242.8,8395.9,8543,8686.5,8776.5,8880.8,8987.7,9128.4,9255.4,9345.7,9476.4,9598.2,9674.3,9826,9976.1,10121,10267,10419,10558,10704,10847,10999,11145,11298,11435,11529,11626,11729,11871,11993,12083,12217,12334,12415,12556,12673,12801,12919,13001,13138,13257,13387,13502,13644,13796,13921,14080,14243,14410,14558,14706,14830,14948
