c,b,c,c,c,b,c,b,b,b,b,b,b,b,e,e,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,g,e,h,g,h,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,b,b,b,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d
2099.3,2221.2,2387.7,2520.2,2635.8,2781.7,2983.2,3143.6,3287.4,3437.2,3591.8,3746,3914.4,4084.8,4238.6,4396.2,4541.6,4685.4,4822.4,4969,5119.6,5253.1,5405,5535.6,5692.9,5842.2,5988.8,6074.7,6173.7,6290.2,6380.4,6503.9,6629.2,6762.7,6886,6948.5,7100.5,7233.1,7342.7,7463.8,7528.5,7921.8,8069.2,8207.9,8345.3,8494.6,8624.7,8757.6,8905.8,9049.9,9199.5,9344.8,9428.7,9530,9647.6,9739.7,9862.2,9984.3,10118,10239,10302,10462,10573,10723,10861,11002,11150,11285,11420,11554,11681,11824,11969,12118,12201,12301,12423,12512,12635,12757,12891
2119.6,2252.3,2419.9,2556.1,2676.9,2845.7,3025.3,3197,3352.8,3502.1,3655.2,3815.5,3982.2,4145,4293.1,4451.3,4594.6,4737.7,4874.8,5023.2,5172.2,5306.6,5457,5600.1,5759.3,5910.4,6046.3,6138.2,6234.8,6334.3,6465.1,6589.5,6690.5,6810.7,6933,7012.7,7153.2,7269.5,7398.1,7512.2,7589.9,7955,8118.8,8241.6,8374.2,8520.5,8680.3,8823.7,8979.6,9117.6,9272.5,9403,9493.3,9592.9,9689.3,9824.5,9947,10047,10167,10286,10363,10503,10641,10786,10927,11065,11205,11339,11474,11610,11755,11897,12042,12176,12267,12364,12467,12603,12719,12816,12944
