g,g,g,g,c,c,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,b,b,b,b,b,b,b,b,b,b,b,g,g,g,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,l,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,d,k,l,b,e,h,d
1999.2,2134.5,2937.1,3258,3462.8,3611.9,3727.8,3864.2,4008.8,4135.5,4271,4406,4550.1,4698.8,4870.2,5018.8,5156.3,5289.2,5423.1,5562,5701.8,5845.6,5986.8,6126.8,6272.2,6355.1,6452.8,6575.7,6665.2,6785.7,6904.4,7036.5,7156.8,7217.8,7390.4,7503.4,7636.6,7777.5,7911.6,8049.4,8186.8,8327,8474.5,8626.6,8771.2,8917.6,9857.7,9968.3,10116,10264,10394,10533,10678,10828,10975,11057,11150,11270,11358,11474,11594,11721,11829,11899,12041,12170,12313,12462,12544,12639,12756,12845,12960,13082,13211,13335,13394,13541,13665,13808,13959,14040,14136,14254,14344,14462,14583,14715,14834,14896,15043,15189,15299,15420,15482,15627,15758,15866,15981,16050,16231,16345,16475,16594
2040.9,2155.6,2963.9,3280.8,3495.5,3643,3763.8,3897.9,4045.1,4186.2,4335.3,4476.1,4619.6,4773.1,4939.8,5072.8,5209,5343.9,5476.6,5614.4,5755.8,5918.5,6062,6203,6330.8,6418.3,6517.7,6619.5,6754.9,6873.9,6966.7,7088.1,7205.1,7280.9,7432,7567.7,7704.7,7844.7,7985.7,8116.8,8259.5,8398.8,8549.7,8700.5,8842.7,8979.6,9879.3,9992.7,10149,10318,10467,10610,10756,10902,11033,11120,11215,11318,11448,11565,11655,11774,11886,11965,12097,12244,12386,12521,12608,12703,12802,12939,13051,13144,13263,13383,13462,13594,13740,13882,14018,14106,14201,14301,14438,14555,14645,14768,14884,14959,15094,15223,15351,15469,15547,15683,15794,15919,16038,16117,16272,16402,16511,16666
