g,c,c,c,c,i,b,b,c,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,b,b,b,b,b,e,e,e,e,e,e,j,j,j,j,j,d
2025.9,2669.2,2811.1,2942.6,3115.5,3210.5,3376.8,3508.3,3645.3,3797.5,3942.2,4070.1,4207.6,4348.3,4483.5,4618.9,4764.9,4906.7,5044.4,5171.9,5305.8,5437.7,5563.7,5706.5,5850.7,5995.5,6077.4,6174.6,6294.3,6383.2,6501.2,6619.5,6750.9,6868.6,6930.5,7089.7,7206.2,7342.5,7481.6,7616.1,7756.7,7897.5,8027.2,8157.8,8291.8,8421.2,8548.7,8691.4,8832.3,8977.3,9123.2,9266.7,10507
2055.4,2692.1,2833,2970.4,3144.1,3274.5,3414.8,3543.1,3681,3837.5,4002.7,4131.3,4273.1,4409.5,4546.9,4682.1,4827.7,4958.3,5099.2,5225,5358.7,5493.4,5636.7,5780.3,5928.1,6051.8,6139.9,6236.8,6338.3,6474.1,6589.3,6677.7,6803.7,6917.4,6995.4,7132.9,7274.4,7410.2,7544.5,7684.7,7823,7951.5,8081.1,8213.4,8346.8,8474.4,8607.4,8763.9,8905.1,9053,9196.2,9339.8,10540
