h,g,g,b,b,b,b,b,c,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,l,l,e,i,h,l,g,e,h,d
1999.1,2274.7,2527.4,2694.3,2821.1,2979.9,3121.5,3271.6,3424.5,3575,3710.3,3850.9,3992.8,4129.8,4264.2,4396,4531.5,4691.1,4838.2,4967.8,5108.2,5248.2,5394.2,5477.3,5572,5691.2,5780,5899.4,6018.7,6148,6266.5,6329,6474.2,6599.4,6747.8,6891.4,6975.1,7074,7194.6,7285,7406.7,7529.1,7660.5,7776.2,7838.3,8001.5,8117.9,8244.4,8388.4,8537.1,8621.9,8720.3,8841.4,8931.2,9054.6,9175.8,9311.2,9422.2,9491.8,9640.6,9768.1,9916.3,10064,10147,10245,10367,10457,10578,10705,10836,10952,11022,11221,11333,11458,11567,11696,11758,11907,12041,12184,12384,12573,12727,12867,12988
2026.2,2306.8,2549.9,2721.4,2852.7,3012.3,3150.9,3306.1,3457.4,3633.8,3770.3,3909.8,4046.4,4182.8,4317.7,4449.8,4584.3,4744.5,4893.1,5036.8,5184.5,5320.1,5450.5,5539.7,5634.2,5737,5869,5983.6,6074.7,6199.8,6312.9,6391,6529.6,6670.6,6822.2,6950.9,7037.8,7136.3,7238.8,7372.6,7492.5,7584.2,7710.8,7825.8,7902.1,8042.5,8171.6,8312.7,8461.8,8595.6,8684.2,8782.8,8888.1,9018.5,9146.4,9231.9,9363.6,9479.1,9557.8,9696.2,9839.8,9987.7,10126,10213,10308,10410,10545,10666,10762,10888,11007,11086,11259,11387,11495,11617,11744,11821,11960,12097,12236,12405,12604,12780,12900,13062
