c,c,c,c,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,h,d,k,l,e,h,d,h,h,g,h,d,h,g,e,j,j,j,i,l,l,d,f,f,i,b,e,h
2120.2,2239.5,2362.3,2482.8,2630.8,2794.3,2933.3,3082,3222.8,3364.8,3504.1,3647.4,3788.6,3931.7,4077.3,4220.5,4356,4493.3,4636.9,4768.2,4899.3,5028.4,5174.8,5317.8,5401.5,5498.2,5622.8,5712.7,5833.5,5955.2,6089.5,6199.5,6269.3,6418,6545.8,6656.6,6776.3,6838.4,6991.4,7122.5,7224.6,7346.2,7408.5,7552.5,7679,7824.2,7970.5,8115.1,8199.3,8296.6,8417.6,8506.7,8627.5,8749,8882.2,9001.6,9063.8,9233.8,9349.2,9478,9588.8,9711.1,9774.7,9928.8,10062,10172,10293,10356,10499,10638,10751,10880,11028,11178,11321,11446,11569,11712,11859,11990,12138,12285,12447,12528,12627,12750,12842,12961,13096,13328,13436,13565
2147.1,2267.2,2389.6,2514.8,2664.5,2839.5,2994.9,3143.7,3289.5,3430.2,3572,3715.4,3855.5,3995,4133.4,4275.2,4411.9,4550.1,4692.6,4822.3,4953.7,5096.7,5247,5375.3,5465.9,5561.4,5665.4,5804.3,5922.8,6017.1,6142.7,6256,6333.3,6471.7,6581.2,6709.8,6823.3,6902.2,7048.1,7160,7278,7394.1,7474.5,7608.6,7753.1,7900.2,8041.3,8175.7,8264,8362.1,8460.9,8595.1,8716,8806.9,8934.8,9049.8,9127.1,9274.9,9403,9514.7,9641.7,9760.5,9838.2,9983.2,10099,10224,10342,10421,10555,10675,10804,10919,11051,11225,11353,11499,11607,11741,11914,12063,12211,12361,12507,12593,12691,12797,12933,13049,13149,13360,13492,13602
