g,c,c,c,c,c,c,b,c,c,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,j,j,j,i,l,l,d,f,f,j,d,k,l,e,j,j,i,l,l,d,f,f,j,d,k,l,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,i,l,l,d,f,f,i,d,k,l,g,e,h,d,k,l
1998.9,2190.5,2347.8,2464.4,2608.2,2751.5,2915.1,3043.2,3195.8,3364.9,3499.9,3662.4,3846.8,4035.1,4202.3,4362.4,4527.7,4684.9,4843.2,4988.1,5119.5,5265.7,5418.2,5562.2,5711.1,5860.8,6001.1,6152.5,6298.7,6381.2,6476.4,6600.7,6689,6810.3,6936.1,7073.7,7196.6,7258.1,7413.8,7545.2,7691.6,7841,7922.3,8022.6,8143.8,8231.9,8354.2,8476.2,8613.3,8727.3,8797.2,8985.8,9100.8,9227.2,9372.8,9521.1,9669.9,9752.7,9851.4,9976.3,10066,10185,10305,10441,10563,10626,10839,10953,11086,11235,11387,11469,11569,11695,11782,11905,12028,12164,12288,12350,12600,12750,12885,12999,13123,13183
2022.6,2219.8,2376.4,2493.3,2639.7,2787.9,2948,3077.4,3236.1,3401.3,3559,3731.3,3909.8,4102.2,4272.8,4437.3,4594.3,4739.2,4898.7,5040.6,5175,5318.5,5471.9,5635.3,5788.2,5935.9,6079,6228.4,6357.9,6445.5,6542,6646.5,6782.2,6909.2,6998.8,7125.5,7247.1,7321.5,7468.4,7622.4,7770.5,7899.7,7987.8,8089.2,8190.4,8326,8445.3,8541.5,8667,8784.3,8863.2,9027.4,9156.2,9305.1,9450.8,9600.5,9730,9818.2,9919,10024,10153,10271,10366,10492,10612,10691,10881,11010,11167,11313,11446,11536,11637,11738,11874,11996,12088,12215,12339,12415,12630,12805,12922,13052,13173,13252
