l,i,l,i,l,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,i,l,w,r,n,n,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,l,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,l,i,l,i,l,i
123.8,246.96,429.88,601.94,788.49,920.7,1127.2,1243.9,1395.2,1505.7,1658.9,1811.9,1993.8,2107.8,2213.5,2284.8,2397,2597.2,2712.6,2817.1,2892.6,3003.3,3326.4,3529.6,3776.4,3935.8,4112,4231.3,4337.5,4409.8,4524.6,4850.2,5090.8,5188.1,5340.8,5499.6,5693.9,5809.9,5916.3,5988.2,6105.9,6305.2,6419.3,6527.4,6598.3,6713.2,6912,7029.4,7136.1,7233.8,7315,7417.5,7488.6,7605,8082.1,8213.2,8411.8,8510,8656.8,8822.5,9006.9,9124,9233.5,9329.3,9412,9515.4,9587.5,9704.8,10174,10314,10552,10676,10939,11065,11308,11442,11673,11810,12103,12238
169.08,301.29,466.11,665.33,833.77,982.28,1168.8,1287.6,1435.1,1567.3,1753.8,1878.5,2063.8,2174.1,2271.8,2337.3,2468.4,2665.4,2778.3,2874.2,2938.5,3074.9,3370.3,3561.8,3876.8,4007.2,4181.5,4298.4,4394.1,4458.8,4597.2,4894.4,5121.3,5244.4,5444.7,5572.3,5766.2,5878.4,5974.3,6040.3,6179.6,6373.8,6488.3,6586.2,6650.3,6787.5,6983.1,7097.5,7197.2,7285.4,7365.9,7475.5,7538.7,7677.6,8123.7,8260.3,8446.9,8576,8768.8,8897.4,9077.1,9197.2,9293.8,9383.3,9463.8,9573.1,9634.9,9776,10207,10362,10586,10723,10974,11113,11345,11491,11707,11857,12137,12287
