h,e,h,e,e,h,h,f,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,h,h,l,k,f,c,b,k,h,h,l,k,f,c,g,j,d,d,c,b,k,f,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,j,c,b,k,f,f,c,g,j,d,d,c,b,k,h,h,j,d,d,c,b,k,h,h,h,j,c,b,k,f,f,c,g,j,d,d,c,b,h,h,h,f,c,g,j,d,d,c,b,k,f,h,h,j,d,d,c,b,k,h,h,h,j,c,b,k,f,h,h,h,h,j,d,d,c,b,k,f
1984.3,2386,2546,2695.2,2858.2,3001.3,3165,3306.7,3407.6,3487.8,3623.2,3772.2,3897.6,4000.2,4074.1,4217.8,4393.6,4538.6,4652.3,4747.2,4859.6,4966.5,5047,5214.7,5383.8,5552.1,5741.6,5885.4,5993.8,6069.2,6208.3,6381.8,6546,6737.7,6947.1,7088.8,7202.7,7311.8,7400.2,7499.5,7615.1,7725.2,7804.5,7942,8085.7,8206.5,8309.6,8419.2,8503.6,8606,8720.6,8830.1,8909.9,9075.8,9223.3,9343.2,9444.3,9524.1,9680,9880.6,10041,10159,10259,10337,10466,10609,10723,10828,10946,11032,11132,11252,11366,11445,11596,11826,11984,12104,12201,12315,12424,12503,12791,12977,13148,13304,13420,13517,13594,13731,13873,13998,14099,14213,14300,14403,14522,14632,14712,15528,15700,15835,16003,16116,16228,16314,16412,16533,16644,16722,16870,17016,17521,17687,17817,17915,18034,18146,18227,18509,18722,18893,19030,19151,19249,19327,19452,19604,20446,20634,20805,20960,21079,21175,21296,21406,21487,21687,21834
2019.5,2447.7,2583.7,2761.9,2914.6,3049.7,3211.6,3377.8,3469.4,3538.6,3698,3843.4,3966.9,4065.1,4130.3,4290.6,4446.3,4590.6,4706.7,4843.2,4946.7,5030.3,5090.7,5254.8,5424.2,5679.1,5810.6,5957.8,6056.9,6125.9,6283.3,6428.6,6593.4,6901.3,7017.7,7160.7,7265.5,7363.5,7446.8,7592.3,7696.5,7786.2,7854.6,8014.2,8158.7,8279.2,8371.7,8471.6,8553.9,8698.7,8808.3,8892.6,8954.2,9143.4,9298,9416.4,9507.5,9571.7,9746.4,9923.7,10086,10209,10320,10381,10536,10682,10797,10892,10999,11083,11232,11338,11426,11487,11664,11862,12019,12153,12299,12402,12485,12546,12862,13022,13194,13350,13469,13576,13642,13799,13949,14070,14162,14267,14350,14499,14607,14692,14758,15565,15737,15896,16076,16176,16270,16362,16508,16616,16705,16769,16941,17089,17595,17736,17864,18014,18128,18207,18270,18575,18762,18934,19075,19203,19310,19377,19528,19675,20507,20671,20844,21003,21128,21278,21378,21465,21530,21757,21904
