h,h,h,h,e,h,f,c,b,k,f,f,c,l,f,c,b,k,f,f,f,c,g,j,d,d,c,b,h,h,l,k,f,f,f,c,g,j,d,d,c,b
2079.8,2323,2698.2,2842.9,3007.3,3150.6,3276.2,3379.5,3462.6,3583.6,3724.9,3854.9,3957.1,5017.9,5258.6,5361.7,5443.3,5573.8,5720.5,5838.5,5961.6,6066.7,6179.5,6267.4,6368.7,6487.2,6597.1,6678.7,7185,7355.5,7540.4,7766.6,7907.8,8029.8,8167.2,8270.2,8384.4,8469.8,8570.5,8688.9,8797.8,8875.9
2176.6,2365.5,2736.2,2875.8,3054.1,3186.1,3348,3441.5,3505.2,3649.4,3793.7,3925.1,4015.7,5152.2,5328.7,5422.4,5488,5640.8,5793.9,5911.9,6033.8,6125.4,6226.2,6313.2,6467.6,6573.4,6657.7,6718.3,7225.6,7402.6,7677.8,7837.4,7984.3,8105.9,8242.6,8335.2,8436.6,8520,8667.9,8770.8,8864,8927.3
