h,e,h,e,h,e,h,e,e,h,h,h,h,h,h,e,c,g,j,d,d,c,b,k,f,f,c,g,j,c,b,k,f,f,c,b,k,h,h,h,c,b,k,f,f,f,c,g,j,d,d,c,b,k,h,h,j,d,d,c,b
1800.7,1956.8,2100.5,2285.8,2417.4,2602.7,2785.8,3148.6,3319,3485.2,3653.7,4083.1,4245.8,4498.7,4669.1,4859.1,4995.7,5103.3,5186.5,5290.2,5404.5,5517.7,5599.2,5738.3,5885.7,6002.8,6111.5,6220.5,6308,6409.4,6487.5,6619.2,6763.4,6884.8,6985.7,7061.7,7202.3,7393.6,7564.3,7723.3,7863.9,7941,8066,8212.2,8326.4,8448.7,8553,8663.7,8751.6,8854.3,8975.4,9085.4,9161.6,9300.5,9503.3,9660.9,9781.1,9878.1,9994.1,10102,10183
1869.3,2028.8,2169,2353.5,2503.1,2664.9,2827,3206.2,3382.3,3529.2,3694.8,4118.6,4280.4,4575.8,4712.3,4913.2,5058.6,5156.7,5237.7,5380.2,5487.1,5580.6,5647.8,5813.7,5960.8,6075.6,6173,6271.2,6357,6468.9,6533.1,6691.8,6840.1,6957.9,7054.9,7119.7,7274.2,7442.1,7609.4,7774.8,7932.8,7998.8,8142,8286,8398.5,8523.1,8617.7,8716.3,8803.4,8951,9063.9,9149.2,9218.2,9375.7,9547.5,9709.1,9834.1,9976.6,10081,10163,10229
