h,h,h,l,k,f,c,b,k,h,h,c,b,k,f,f,c,e,c,b,k,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,k,e,c,b,k,h,h,h,h,j,d,d,c,b,k,h,h,l,k,f,f,c,g,j,d,d,c,b,h,h,k,h,h,h,h,k,f,f,h,h,j,d,d,c,b
1984.2,2207.8,2375.8,2570.6,2778.2,2929.9,3034,3111.1,3241.2,3408.8,3601.3,3739.8,3816.4,3937.3,4081,4199.7,4297.6,4558.7,4654.7,4731.1,4853.1,5001.3,5110.9,5218.7,5303.2,5405,5521.1,5633,5710.6,5845.7,5999.5,6117.7,6222.9,6306.3,6433.2,6625.3,6798.7,6917.9,7014.9,7133.5,7247.5,7326.3,7461.3,7652.9,7764.4,7843.2,7968.2,8173.7,8344.4,8515,8677.1,8801.7,8901.7,9016.5,9127.8,9205.6,9413.6,9591.2,9774.8,9946,10115,10260,10381,10486,10604,10691,10794,10914,11025,11104,11476,11643,11943,12137,12287,12557,12735,12945,13084,13218,14280,14456,14587,14686,14806,14914,14995
2027.7,2257.2,2421.5,2708.2,2851.2,3002.9,3096.1,3160.1,3313.9,3454.3,3639.3,3804.8,3866.8,4014.1,4157.4,4271.1,4365.2,4608.8,4720.2,4787.9,4930.1,5075.9,5175.7,5271.8,5359.5,5499.2,5610.5,5697.2,5764.8,5918.7,6076.1,6189.9,6288.2,6358.7,6508,6672.3,6847.3,6975.4,7113.3,7221.5,7312.8,7378.3,7535.5,7712.1,7831,7900.2,8045.6,8221.4,8391.2,8565.9,8724.6,8856.6,9002.2,9107.1,9193.2,9260.2,9488.4,9639.5,9823.1,10050,10192,10337,10456,10549,10654,10741,10890,11000,11090,11156,11518,11688,12018,12186,12322,12599,12776,13011,13154,13294,14315,14492,14634,14784,14888,14973,15034
