e,h,e,h,e,h,h,h,h,h,j,d,d,c,b,k,h,h,l,k,h,h,l,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,h,h,f,c,g,j,d,d,c,b,h,h,l,k,h,l,k,f,f,f,c,g,j,d,d,c,b,h,h,j,d,d,c,b,k,h,h,j,d,d,c,b,h,h,l,k,f,c,g,j,d,d,c,b,h,h,f,c,g,j,d,d,c,b,k,h,h,h,j,d,d,c,b,k,e,c,b
1988.7,2134.7,2300.1,2461.3,2629.1,2818.7,3123.9,3271.5,3459.2,3623.5,3753.7,3848.8,3966.4,4076.5,4154.8,4298.9,4473.2,4636.2,4827.9,5049.9,5251.6,5403.4,5573.2,5810.2,5914.2,6025.1,6113.2,6212.2,6331.5,6444.7,6519.5,6676.2,6826.5,6945.2,7049.8,7128.5,7264,7465.2,7618.4,7733.5,7830.3,7953,8061.6,8142.3,8479.8,8637.1,8769.5,8874.2,8983.8,9071.6,9172.7,9288.2,9401.4,9480.7,9843.2,9997.2,10167,10342,10526,10723,10912,11052,11170,11285,11387,11501,11588,11691,11808,11920,11996,12565,12720,12848,12946,13066,13179,13261,13410,13598,13773,13895,13992,14108,14224,14303,14757,14916,15098,15330,15479,15588,15701,15788,15890,16012,16123,16205,16539,16713,16842,16947,17061,17152,17257,17379,17491,17574,17770,17996,18704,18865,18990,19094,19216,19326,19407,19551,19774,19889,19972
2048.8,2194.4,2361.2,2492.7,2688.8,2855.1,3155.3,3334.3,3489.7,3658.2,3799,3942.6,4049.7,4136.2,4201.7,4368,4522.7,4675.4,4964.9,5121.1,5289.1,5452,5738.6,5884.9,5976.5,6083.8,6161,6307,6411.2,6495.4,6563.2,6740.9,6901.3,7016.5,7113.8,7175.6,7338.8,7510.8,7664.1,7783,7932.4,8038.6,8124.4,8187.3,8521,8679.9,8841.9,8936.7,9035.6,9120,9268,9379.2,9461.4,9528.4,9887.6,10044,10293,10413,10573,10843,10983,11126,11246,11361,11449,11554,11638,11788,11894,11980,12046,12607,12765,12897,13049,13155,13243,13307,13478,13647,13821,13944,14083,14199,14287,14350,14796,14960,15268,15404,15554,15650,15751,15838,15989,16097,16183,16251,16581,16757,16916,17007,17115,17202,17355,17465,17556,17620,17844,18041,18742,18912,19042,19199,19306,19390,19457,19626,19822,19950,20017
