l,e,h,e,e,h,h,h,h,e,f,c,b,k,f,f,f,c,g,j,d,d,c,b,k,h,h,h,j,d,d,c,b,k,f,f,c,g,j,d,d,c,b,k,h,h,l,k,f,f,c,b,k,f,h,h,l,k,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,h,j,d,d,c,b,h,h,h,h,j,d,d,c,b,k,h,h,k,f,f,f,c,g,j,d,d,c,b,h,h,h,j,d,d,c,b
1937.9,2299.4,2492.1,2651.4,2843.7,3034.7,3378.6,3672.1,3849.9,4012.9,4167,4270.7,4348.8,4480.2,4635.2,4756.4,4877.5,4981.8,5091.3,5176.1,5276.7,5392,5501.3,5581.7,5818.7,6011.7,6180.4,6349.2,6479.4,6579.7,6701.8,6811.5,6888.4,7036,7260,7380.4,7483.3,7597.4,7684.3,7786.5,7904.9,8016.5,8097.3,8263.7,8472,8648.7,8842.6,9056.3,9203,9325.7,9428.4,9508.5,9639.8,9777.9,10030,10180,10368,10575,10722,10833,10945,11030,11131,11247,11356,11436,11569,11716,11839,11944,12025,12297,12482,12644,12810,12919,13016,13136,13244,13323,13684,13842,14028,14184,14306,14402,14522,14631,14712,14849,15048,15229,15506,15664,15803,15922,16025,16140,16227,16331,16451,16562,16642,17353,17517,17692,17811,17911,18032,18144,18224
2050.9,2390.9,2524.8,2719.2,2903.2,3079.3,3420,3708.4,3895.2,4068.1,4236.4,4332.8,4399.1,4549.7,4710.2,4828.8,4949.1,5047.3,5147.6,5226.9,5371.2,5478.8,5562.2,5621.2,5888.9,6057.6,6225.5,6395.6,6526.8,6678.2,6785.5,6872.8,6938.5,7112,7335.3,7452.3,7548.8,7651.5,7741.6,7888,7987.6,8077.1,8145.9,8334.9,8516.4,8688.2,8969.9,9123.5,9277.3,9399.8,9489.3,9553.5,9708.7,9854.5,10071,10214,10500,10644,10799,10892,10997,11080,11224,11332,11416,11482,11635,11789,11910,12003,12073,12363,12518,12680,12845,12968,13113,13220,13306,13370,13727,13886,14072,14227,14353,14499,14604,14692,14752,14915,15084,15274,15575,15735,15874,16000,16092,16193,16281,16433,16532,16628,16687,17395,17566,17739,17865,18014,18120,18208,18268
