h,h,h,h,j,d,d,c,b,k,f,c,b
1986.7,2328.5,2493.9,2646.2,2771.7,2867.7,2983.5,3091.5,3171.3,3294.2,3439.2,3558.9,3637.3
2022.2,2369.8,2538.9,2694.2,2819.3,2962.3,3065.1,3154.6,3219.6,3363.2,3512.3,3619.6,3683.9
