h,h,h,h,h,f,c,b,k,f,f,f,c,b,k,h,h,j,d,d,c,b,k,f,c,g,j,d,d,c,b,k,h,h,f,c,g,j,d,d,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,k,f,f,h,h,l,k,f,f,f,c,g,j,c,b,k,f,f,c,b,k,h,h,h,j,d,d,c,b,k,h,h,h,h,c,b,k,f,f,c,g,j,d,d,c,b
1994.5,2485.7,2869.6,3037.1,3202.4,3343.2,3440.2,3521.2,3654.8,3805.4,3920.2,4038.3,4140.4,4219.3,4341.7,4525.1,4687,4818.8,4915.7,5030.1,5138.2,5216.9,5346.9,5507.1,5615.8,5724.4,5808.9,5911.9,6030.5,6136.6,6210.7,6359.3,6540.8,6700.8,6846.6,6950.2,7061.5,7146.5,7246.1,7365.7,7473.5,7551.7,7688.2,7848.1,7964.6,8066.4,8144.7,8278,8476.5,8637.2,8752.7,8849.8,8965.3,9075.2,9151.1,9291.2,9440.2,9557.7,9897.9,10045,10216,10408,10556,10677,10789,10887,10999,11084,11185,11260,11388,11534,11648,11749,11829,11959,12149,12324,12492,12618,12711,12831,12940,13022,13445,13628,13791,13943,14091,14231,14312,14437,14577,14707,14809,14922,15007,15109,15226,15337,15417
2038.9,2535.8,2911.5,3080.7,3250.9,3415.1,3506.6,3567,3727.2,3880.6,3991.5,4114.4,4206.2,4273.9,4417.4,4573.2,4739.2,4873.6,5012.1,5115.8,5205.3,5266.3,5422.1,5581.6,5681.6,5778.3,5865.4,6010.8,6118,6200.8,6266.2,6432,6588,6753,6920.6,7014.7,7118.7,7197.8,7341,7451.4,7540.5,7600.4,7761.6,7920.9,8038,8134.3,8199.2,8356.4,8526.9,8683.3,8809.5,8951.8,9050.4,9139.5,9205.2,9364.8,9515.4,9631.7,9939.2,10092,10349,10481,10631,10750,10862,10950,11051,11132,11243,11308,11456,11608,11723,11813,11875,12032,12195,12371,12537,12667,12813,12912,13002,13075,13513,13667,13823,14005,14131,14291,14358,14506,14649,14779,14868,14975,15058,15206,15311,15397,15463
