l,h,e,h,e,h,h,h,h,h,h,f,c,b,k,f,f,h,h,l,k,f,c,g,j,d,d,c,b,k,h,l,k,f,f,c,g,j,d,d,c,b,k,h,h,j,d,d,c,b,k,f,f,h,h,j,d,d,c,b,h,h,j,d,d,c,b,h,h,h,l,k,f,f,c,g,j,d,d,c,b,h,h,h,e,c,b,k,f,f,f,h,h,k,h
1073.8,1302.1,1452.4,1611.1,1782.2,1979.9,2222.3,2376.8,2584,2742,2917.7,3056.3,3159.6,3242,3371,3524.4,3658.8,3883,4046.3,4219.6,4434.1,4574.1,4680,4790,4877.5,4977.7,5099.9,5207.4,5288.8,5480.9,5678.7,5875.5,6077.8,6216.4,6333.5,6447.5,6558.1,6646.6,6750.2,6867.8,6977.5,7060.3,7261.4,7450.2,7606.8,7719.2,7818,7938.3,8047.9,8129.9,8297.1,8442.8,8568.7,8797.7,8956.3,9083.2,9180.2,9303.8,9420.4,9496.8,9890.6,10039,10165,10262,10386,10505,10582,10937,11107,11246,11444,11675,11818,11939,12042,12158,12249,12354,12475,12588,12670,13027,13194,13360,13518,13644,13726,13851,14003,14125,14242,14482,14659,14936,15135
1214.3,1351.2,1499.1,1660.3,1831.4,2029.1,2250.4,2429.5,2640.2,2791.2,2980.9,3124.6,3221.2,3286.2,3438.7,3599.5,3727.7,3929.1,4096.5,4359.9,4503.1,4645,4737.6,4842.2,4926.5,5073.2,5179.6,5266.8,5331.5,5546.2,5724.8,6005.7,6149.2,6290.3,6409.5,6514.3,6613.9,6699.7,6845.9,6953.9,7039.8,7101.8,7328.3,7494.9,7648.2,7768.6,7914.4,8020,8109.5,8169.5,8362.2,8515.9,8642.2,8838.8,9000.7,9128.1,9284,9391.1,9476.4,9541.6,9924.9,10081,10213,10354,10472,10562,10623,11004,11141,11320,11558,11743,11888,12012,12106,12207,12295,12449,12560,12649,12715,13072,13233,13390,13597,13700,13768,13918,14076,14195,14316,14517,14703,15005,15167
