e,e,h,e,h,h,k,h,l,k,f,c,b,k,f,f,c,b,k,h,h,j,d,d,c,b,k,f,f,c,g,j,c,b,h,h,l,k,f,f,f,c,g,j,d,d,c,b,k,h,h,j,d,d,c,b,k,f,f,h,j,d,d,c,b,k,h,h,j,c,b,k,f,h,h,h,l,k,f,f,c,g,j,d,d,c,b,k,h,h,h,h,h,j,k,f,f,f,c,g,j,c,b,k,f,f,c,g,j,d,d,c,b,h,h,l,k,f,c,g,j,d,d,c,b,k,h,h,j,d,d,c,b,h,h,h,h,h,h,f,f,h,h
1955.7,2141.8,2315.3,2489.1,2670.3,2874,3052,3250.9,3439.8,3690.2,3834.9,3935.8,4015.4,4150.7,4294.5,4413.7,4531.9,4608.3,4744.7,4932.4,5088.8,5209.6,5304.6,5421.8,5530.2,5609.3,5783.7,5917.8,6032.7,6136.9,6247,6331.7,6435.3,6509.7,6826.5,7137.4,7300.3,7476.4,7618.2,7740.1,7851.6,7951.4,8063.7,8146.7,8246.9,8362.6,8470.9,8549,8687,8888.4,9036.1,9144.7,9240.6,9357.1,9466.2,9544.9,9700.7,9856,9982.9,10559,10676,10774,10889,11001,11079,11395,11587,11754,11874,11974,12051,12169,12320,12897,13050,13193,13366,13555,13698,13813,13917,14025,14111,14212,14328,14438,14515,14678,14848,15025,15248,15398,15569,15683,15898,16039,16162,16284,16384,16498,16584,16684,16759,16907,17056,17175,17277,17397,17482,17586,17703,17812,17891,18638,18814,18999,19171,19313,19416,19530,19618,19722,19838,19949,20028,20248,20413,20610,20734,20833,20954,21065,21147,21304,21488,21687,22482,22700,22891,23011,23129,23721,23896
2023.8,2203.7,2351.7,2549,2708,2912.2,3129,3302.2,3611.7,3758.3,3907,3998.1,4065.9,4216,4368.9,4488.6,4597.9,4666.1,4818.7,4977.7,5137.4,5260.8,5406.5,5507.2,5591,5655.1,5849.7,5991.4,6104.7,6198.6,6296.2,6380.9,6494.2,6556.5,6870.5,7184.8,7426.2,7551.5,7691.8,7815,7925.7,8016.8,8116.2,8196.2,8339.6,8448.6,8533.2,8596.2,8760.4,8932.3,9082.6,9192.3,9339.3,9440.6,9527.7,9594,9771.7,9928.5,10055,10601,10725,10870,10976,11063,11131,11467,11632,11800,11925,12035,12096,12243,12390,12934,13092,13237,13492,13628,13769,13890,13979,14075,14160,14310,14411,14503,14566,14754,14897,15077,15292,15448,15615,15739,15969,16112,16236,16357,16448,16550,16634,16742,16811,16980,17133,17249,17342,17450,17538,17687,17790,17875,17936,18678,18858,19117,19239,19387,19479,19584,19667,19816,19921,20009,20073,20323,20459,20652,20783,20932,21034,21127,21187,21351,21532,21729,22528,22757,22933,23087,23202,23753,23939
