h,h,h,h,l,f,f,c,g,j,d,d,c,b,k,f,f,f,c,g,j,d,d,c,b,h,h,h,h,k,f,f,c,g,j,d,d,c,b,h,h,h,h,j,d,d,c,b,h,h,l,f,f,c,g,j,d,d,c,b,h,h,h,k,f,c,g,j
1978.6,2166.8,2393.5,2549.8,2736.6,3005.5,3123.1,3222.3,3335.1,3419.2,3520.2,3639.4,3749.1,3829.6,3968.8,4112.3,4234.1,4369,4471.8,4584,4670.1,4770.3,4885.7,4996.4,5071.5,5267.2,5416.8,5567.8,5731.2,5977.8,6123.6,6253.7,6356.3,6479.5,6566,6669.2,6792.1,6903.3,6984,7307.7,7732.3,7877.8,8024.2,8149.4,8246.1,8364.8,8478.3,8559.5,9118.8,9279.1,9475.5,9740.1,9856.5,9959.7,10075,10163,10265,10386,10496,10576,11046,11194,11363,11587,11746,11864,11975,12065
2022.8,2197.7,2428.8,2592.9,2900.6,3076.4,3191.5,3285.1,3384,3468.3,3619.3,3728.8,3809.1,3870.9,4038.5,4185.7,4311.3,4442.9,4534.2,4636,4720.4,4870.5,4971.6,5060.6,5121.8,5310.5,5463.2,5614.9,5773.7,6052.6,6199.4,6329.2,6419.6,6528.3,6617.3,6767.4,6877.7,6964,7033.9,7352.2,7773.4,7918.5,8072.3,8197.9,8342.8,8455.1,8539.2,8602.8,9157.8,9323.3,9660.8,9810.9,9930.7,10022,10125,10211,10362,10473,10556,10618,11080,11230,11403,11654,11823,11924,12028,12113
