h,e,h,e,c,b,k,f,h,h,h,k,d,d,c,b,k,f,f,c,g,j,d,d,c,b,k,f,f,c,g,j,d,d,c,b,h,h,f,c,g,j,d,d,c,b,h,h,h,f,h,h,h,h,e,c,b,k,f,f,c,b,k,h,h,h,f,f
1959.9,2298.6,2449.4,2628.4,2745.7,2830.5,2962.1,3111.8,3668.9,3806.6,3972.7,4093.1,4193.2,4313.3,4427.1,4507.3,4709.1,4853.4,4974.3,5080.8,5195.9,5282.3,5385.6,5511.2,5623.8,5701.7,5859.5,6012.1,6139.8,6243.8,6363.9,6451,6554.3,6674.9,6787.8,6869.2,7360.9,7522.2,7659,7769.7,7885.5,7972.8,8075.9,8194,8310.7,8388.1,8778.5,8942,9116.3,9248.2,10145,10363,10644,10823,11025,11141,11221,11361,11509,11629,11750,11828,11971,12459,12631,12839,12972,13097
2030.6,2348.9,2489.9,2680.8,2809.4,2875,3029.4,3183.8,3700.1,3841,4005.4,4140.4,4294.9,4401.3,4487.2,4547.7,4776.7,4927.1,5048.5,5145.6,5249.2,5333.2,5488.7,5596.6,5687.8,5757.3,5935.2,6087.4,6213.4,6310.4,6423.4,6503.8,6649.7,6760.6,6852.1,6915,7400.7,7565.1,7729.3,7832,7938.3,8022.3,8176.4,8283.4,8373.7,8440.4,8819.4,8985.5,9159.4,9323.8,10178,10401,10690,10871,11080,11206,11275,11436,11582,11705,11816,11888,12050,12500,12672,12885,13048,13169
