i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r
1343.1,1562.6,1752.6,1967.2,2080.7,2236.7,2333.7,2408.7,2523,2708.9,2823.5,2931.2,3030.3,3112.4,3215.7,3290.8,3406,3879.5,4034.5,4139.2,4276.7,4460.4,4660.3,4778.5,4886.7,4985.1,5068.6,5173.7,5248.6,5368.4
1387.5,1603.3,1798.9,2005,2139.2,2286.8,2392.1,2465.4,2596.2,2778.3,2895,2992.6,3084.9,3167,3274.9,3351.4,3484.7,3931.3,4075.9,4211.7,4411.2,4537.1,4730,4850.4,4951.2,5042.1,5129.3,5237.4,5305.6,5445.8
