i,f,i,l,i,f,a,b,r,n,n,n,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1008.6,1265.1,1410.9,1601.8,1752.6,1969.6,2072.7,2147,2260.9,2473.5,2623.8,2744.8,2851.9,2930.7,3045.5,3309.6,3477.2,3584.6,3731.1,3922.2,4104.7,4225.4,4334.2,4408.3,4523.5,4744.4,4861.5,4974,5072.6,5157.2,5261.7,5336.9,5457.4,5730.2,5916.9,6025,6181,6383.4,6922.6,7030.8,7209,7345.9,7493.6,7592.3,7667,7785,7972.3,8090.7,8202.8,8300.1,8385.6,8493.2,8568.2,8697
1049.8,1312.7,1446.8,1638.6,1803.3,2020.3,2128,2196.6,2337,2544.1,2694.8,2815.5,2910.6,2979,3117,3359.8,3518.5,3655.4,3870.1,3998.7,4178.2,4294.3,4396.2,4464.1,4600,4813.3,4933.3,5031.6,5128.7,5212.5,5321.5,5388.9,5529.4,5787,5957.4,6097.7,6316.5,6458.8,6960.3,7099.5,7251.2,7404.4,7553.2,7657.7,7729.9,7865.7,8044.1,8166.9,8265.8,8356.4,8446.3,8557.8,8629,8774.7
