l,l,l,l,i,l,i,l,l,i,l,i,l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,w,r,n,n,a,b,r,i,l,i,l,i,w
1992.6,2170.2,2306.5,2626.3,2779.9,2998.3,3169.2,3362.2,3498,3624.2,3869.1,3999,4189.8,4297,4504.1,4611.1,4822.6,4940.2,5167.1,5323.4,5463.8,5581.5,5754.3,5851.1,5926.8,6045.9,6230.5,6345.9,6456.5,6557.5,6643.2,6748.4,6822.9,6940,7166.9,7274.7,7515.2,7623.9,7825,7936.8,8083.4,8270.3,8452.4,8570.1,8678,8753.5,8871.4,9120.8,9281.6,9386.8,9602.1,9705.8,9869.5
2028.4,2210,2348,2665.9,2832.4,3039.2,3216.4,3403.8,3543.5,3684.7,3909.4,4069.2,4232.8,4359.9,4547.9,4680.1,4866.9,5008.5,5212.3,5384.1,5512.6,5649,5804.1,5915.1,5987.1,6124.1,6304.3,6419.7,6522.6,6613.5,6700.1,6811.6,6879.6,7017.6,7212.2,7345.3,7559,7696,7870.1,8008.2,8220.6,8346.8,8525.9,8645.8,8742.6,8813.7,8950.3,9182.9,9326.7,9458.5,9648.8,9773.5,10013
