l,l,l,i,l,i,l,l,i,l,i,l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,i,l,i,f,a,b,r,n,n,n,a,d,f,a,b,r
1980.3,2178.4,2342.9,2693.3,2937.2,3125.2,3317.7,3453.3,3663.7,3972.5,4116.2,4344.4,4489.4,4685.6,4840,5044.7,5204.5,5377.7,5517.3,5681.9,5823,5982.1,6084.2,6159.6,6277.4,6463.2,6580.8,6689.8,6763.6,6880.9,7064.5,7183.6,7293.8,7392.4,7478.2,7583.1,7659.6,7780.5,7990.8,8108.2,8217,8317.1,8405.6,8509.8,8585.8,8706.6,8963.2,9130.6,9240.2,9402.3,9603,9789.2,9904.9,10016,10095,10215,10502,10660,10769,10942,11045,11120,11237,11465,11612,11748,11857,11960,12047,12155,12231,12366
2016.8,2215.1,2381.5,2738.5,2976.9,3168.8,3358,3494.1,3709.2,4015,4167.5,4383.1,4535.8,4729.3,4893.9,5084.1,5265.1,5416.5,5551.4,5720.5,5879.4,6038.3,6143.2,6215.7,6355.8,6532.6,6652,6748.9,6818,6958,7138.1,7253.6,7355.9,7449.4,7537.1,7643.5,7719.2,7859.2,8058.1,8178.1,8279.4,8375.5,8462.3,8569.8,8647,8784,9012.8,9176.9,9304.9,9550.3,9679.2,9861.8,9978.8,10081,10149,10294,10555,10707,10837,10995,11109,11178,11317,11536,11684,11821,11921,12015,12103,12213,12288,12442
