i,l,i,l,i,w,r,n,a,b,r,n,n,a,d,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,l,l
1086.4,1247,1348.4,1517.8,1620.4,1759.3,1934.1,2071.8,2183.3,2255.8,2371.2,2536.7,2651.4,2757.9,2854.4,2937.8,3040.6,3114.5,3231.6,3404.9,3522.3,3632,3710.4,3823.1,3978.3,4100.9,4211.2,4308.8,4394,4497.5,4573.7,4690.3,4936.1,5086.6,5187.4,5330.5,5514.1,5674.7,5797.7,5906,6006.6,6092.8,6197.4,6270.8,6386.8,6552.2,6673.3,6782.2,6857.7,6975.6,7154.3,7287.3,7397.5,7496,7581.4,7685.9,7760.7,7878.8,8083.2,8208.1,8320,8420.3,8505.3,8611.9,8687.1,8807.4,8980.3,9098.3,9206.8,9306.3,9394.7,9500.9,9577.1,9703,10106,10268,10372,10603,10710,10878,10979,11055,11174,11356,11477,11587,11685,11772,11878,11953,12071,12723,13013
1124.8,1284.4,1404.2,1556.9,1680.9,1880.7,2005.9,2144.1,2242.1,2311.4,2446.6,2604.9,2721,2820.4,2909.4,2990.9,3102.6,3171.2,3308.6,3477.1,3594.3,3691.8,3758.9,3899.9,4051.3,4172.7,4270.9,4364,4447.4,4560.7,4625.8,4763.1,4985.1,5128.1,5249.2,5461.1,5593.5,5747.1,5867.6,5970.5,6062.6,6144.7,6257,6329,6462.2,6623.3,6744.2,6845.7,6910.8,7049.5,7227.7,7360.8,7460.7,7553.8,7641.6,7749.9,7821.8,7955.5,8157.5,8281.3,8383.6,8477.1,8560,8674.4,8740.8,8884.6,9052.2,9168.6,9271.1,9364.2,9447.7,9564,9629.7,9778.9,10157,10307,10436,10647,10781,10935,11044,11114,11254,11431,11550,11651,11743,11827,11942,12014,12147,12756,13050
