l,l,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
2781.5,2934.8,3191.7,3333.8,3496.8,3601.2,3765.5,3934.3,4088.8,4201,4306.4,4381.5,4495.8,4674.4,4791.4,4896.2,4997.6,5081,5183.7,5258.9,5374.1,5641.8,5814.3,5917.5,6075.8,6179,6253.9,6369.8,6507.5,6629.1,6737.8,6838.3,6922.8,7025.8,7102,7218.8,7437.7,7559.3,7665.4,7766.2,7852.5,7957.2,8032.8,8152.8,8559.6,8730.2,8833.6,8978.2,9165,9329.1,9450,9559.3,9660.1,9747.5,9854.2,9930.6,10051,10619,10735,10912,11018,11167,11350,11514,11631,11739,11822,11933,12156,12272,12380,12481,12566,12669,12745,12868,13395,13568,13680,14069,14178,14464,14585,14770,14883,15083,15184,15261,15376,15520,15641,15752,15854,15942,16048,16124,16243
2820.2,2972.2,3225.8,3380.3,3534.2,3665.4,3881.5,4004.8,4159.3,4271.4,4367.2,4435,4572.6,4746.9,4864,4962.7,5054.2,5137.5,5244.2,5315.9,5450.2,5692.2,5858,5991,6132.8,6238.9,6307.7,6446.3,6582.8,6704.1,6800.8,6891.8,6981.5,7088.1,7155.3,7297.6,7510,7631.6,7732.6,7824.2,7913,8021,8088.8,8229.2,8614.8,8773.5,8909.4,9112.4,9243.2,9403.1,9525.2,9623.9,9719,9807.7,9918.6,9984.1,10128,10658,10799,10954,11090,11298,11426,11587,11705,11801,11871,12011,12228,12346,12447,12540,12627,12736,12803,12945,13447,13612,13755,14112,14246,14505,14648,14815,14959,15142,15249,15315,15456,15595,15715,15820,15913,16001,16111,16181,16319
