l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,l,i,l,i,i,l,i,w,r,n,n,a,d,f,a,b,r
1356.6,1524.8,1680.7,1821.7,1965.5,2063,2141.7,2256.1,2434.7,2554.1,2660.5,2762.9,2850.7,2958.1,3033.1,3156.9,3484.9,3671.8,3788.5,4060.7,4168.6,4325.4,4429,4507.4,4625,4797.2,4919.6,5031.3,5136.4,5225.6,5332.8,5410.2,5532.2,5898.3,6067.8,6177,6348.4,6533.5,6724.1,6845.6,6957.1,7035.8,7156.8,7463.2,7603.2,7717.8,7884.8,8010.4,8149.7,8265.6,8430.5,8535.5,8612.8,8732.7,8882.5,9012.4,9125.4,9227.7,9315.2,9424.8,9502.9,9624.2,9971.6,10183,10288,10469,10637,10824,10951,11065,11169,11258,11366,11447,11576,12059,12224,12335,12548,12662,12956,13108,13269,13377,13547,13660,13997,14241,14352,14507,14702,14914,15044,15157,15260,15348,15457,15535,15658
1396.5,1558.9,1719.2,1859.1,2013.3,2124.5,2193.8,2332.8,2507.5,2624.9,2727,2819,2909.8,3020.7,3091.9,3231.7,3533.9,3720.3,3856,4105.3,4238.9,4384.6,4494.5,4569.5,4704.7,4872.1,4994.1,5099.8,5195,5286.5,5397.5,5473.2,5609.8,5942.2,6113.9,6247.2,6478,6612.2,6798.3,6921.6,7023.2,7094.4,7238.1,7511.3,7645.2,7791.6,7934.3,8086.3,8202.1,8336.7,8491,8603.3,8672.1,8815.3,8961.7,9087.3,9191.9,9286,9377.3,9491.9,9563.7,9705.6,10020,10217,10359,10581,10716,10901,11027,11130,11227,11313,11431,11502,11655,12113,12274,12409,12596,12739,12994,13168,13316,13450,13597,13743,14048,14288,14425,14650,14781,14987,15118,15224,15320,15411,15525,15597,15740
