l,l,i,l,l,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i
1185.7,1991.4,2148.3,2346.2,2489.4,2608.9,2742.3,2883.9,3002.4,3186.8,3295.6,3554.4,3666.1,3830.9,3931.1,4007.2,4124.6,4294.3,4413.9,4522.5,4627.3,4714.8,4819.8,4897.3,5015.7,5226.5,5341.3,5484.2,5674,5843.6,5968,6077,6177.8,6264.7,6369.9,6447.7,6565.9,6866.7,7012.4,7118.5,7273.5,7455.6,7608.5,7734.7,7842.6,7921.1,8039.6,8238.8,8358.6,8472.8,8574.3,8660.4,8767.7,8846.4,8965,9369.4,9521.8,9630.9,9785.1,9976.8,10155,10274,10387,10463,10585,10759,10880,10993,11096,11182,11292,11373,11493,11853,12008,12117,12400,12507,12675,12861,13031,13154,13266,13346,13465,13651,13771,13885,13988,14075,14183,14259,14385,14763,14917,15030
1220.1,2030.5,2203.6,2388.4,2528.8,2645.9,2802,2927.4,3063.4,3228.8,3354,3593.9,3734.2,3887.9,3994.2,4066.2,4202.6,4366.5,4486.2,4590.6,4684,4769.7,4884.6,4949.1,5089.5,5270.2,5415.9,5617.8,5748.6,5918.8,6036.7,6139.2,6234.6,6320.6,6435.4,6501.9,6644.9,6913.3,7053.1,7184.8,7403.9,7535.1,7682.9,7807.2,7907.2,7974,8119,8310.7,8432.1,8538.2,8631.2,8717.1,8832.2,8899.5,9041.4,9417.8,9567.2,9698.8,9922.2,10056,10226,10352,10452,10524,10665,10833,10953,11060,11156,11240,11358,11431,11574,11904,12052,12180,12440,12575,12804,12940,13105,13228,13330,13405,13545,13728,13848,13951,14047,14131,14248,14321,14465,14820,14963,15096
