l,l,i,l,l,i,l,i,l,i,l,i,w,r,n,n,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,l,i,l,i,f,a,b,r,n
1604.9,1984.9,2150.2,2321.4,2462.7,2621,2790.1,2910.8,3110.5,3236.8,3428.2,3547.9,3713.7,3870.5,4037.2,4151.8,4258,4333.4,4447.3,4741.3,4918.7,5024.8,5177.2,5274.9,5350.3,5466.3,5613.1,5732.6,5840.1,5938.8,6022.2,6127,6204,6320.6,6501.6,6621.1,6730.3,6831.1,6917.5,7023.5,7099.3,7219.2,7510.3,7708.2,7853.7,7967.9,8157.7,8325.4,8447,8555,8628.8,8744.3,8921.8,9044.7,9154.8,9257.2,9343.2,9449.4,9526.2,9646.9,10184,10337,10441,10606,10787,10945,11065,11174,11250,11369,11573,11697,11807,11907,11993,12102,12177,12297,12509,12617,12838,12946,13106,13207,13283,13403,13631
1637.3,2022.4,2188,2364,2502.9,2668.1,2829.3,2968.6,3148.1,3293.2,3465.2,3612.1,3819.7,3949.1,4107.3,4220.8,4322.2,4389.9,4523.3,4798.2,4960.6,5098.2,5231.1,5336.9,5406.4,5543.5,5684.3,5802,5900.3,5994.4,6079.2,6186.8,6257.8,6397.8,6575.3,6689.6,6792.8,6886.9,6970.4,7084.8,7152.9,7295.6,7559.5,7750.6,7885,8099.9,8236.9,8397.9,8520.2,8614.4,8683.3,8823,8994.6,9117,9222.2,9314.2,9397.1,9513.7,9586.2,9724.7,10234,10380,10512,10730,10866,11019,11134,11239,11310,11447,11647,11769,11870,11964,12050,12167,12234,12375,12551,12686,12879,13018,13166,13273,13347,13481,13697
