l,i,l,i,l,l,i,l,i,l,i,l,i,l,i,l,i,l,i,l,i,w,r,n,n,a,d,f
1975.8,2213.8,2406.2,2563.6,2772.1,2910.5,3086,3324.1,3497.1,3740,3898.4,4155.8,4294.8,4506.5,4663.9,4841.9,4987.8,5253.6,5359.2,5570.2,5673.8,5818.9,6001.2,6170.4,6288.7,6393.9,6493.7,6577.6
2011.1,2259.9,2441.4,2611.2,2808.4,2949.6,3141.5,3361.4,3542.5,3779.2,3951.1,4193.7,4351.9,4549.7,4722.5,4886.7,5050.7,5294.6,5427.9,5615.7,5759.3,5950.4,6076.1,6240.8,6357.2,6458.3,6547,6633.6
