i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1081.6,1308.3,1417.1,1621.8,1733.5,1887.3,1986.6,2061.7,2181,2361.9,2484.3,2596.4,2696.8,2780.8,2889.4,2963.9,3083.2,3353.6,3528.6,3634.8,3788,3894.7,4045,4237.8,4414.3,4539.1,4647.6,4723.2,4841.8,5015.9,5141.1,5254.7,5354.4,5444,5550.5,5626.8,5744.9,6032.7,6182.8,6285.4,6439.6,6630.5,6810.4,6933.6,7044.8,7144.2,7230.3,7337.7,7413,7534.7,7824.9,7995.5,8103.6,8333.2,8435.6,8511.7,8629.2,8818.7,8939.6,9048,9150.8,9238.5,9346.3,9422.8,9547.4
1140.8,1345.5,1480,1660.8,1790.7,1941.4,2045.3,2121.8,2260.8,2433.9,2558.4,2659.4,2752.2,2834.8,2952.2,3019.7,3161.4,3405,3573.7,3699.6,3833.1,3970.9,4182.9,4319.9,4489,4606.5,4711.4,4777,4921.3,5091.9,5214.7,5319.2,5411.8,5497.6,5614.3,5678.9,5819.8,6080.8,6227.8,6354.1,6577.3,6709.2,6884.8,7006.9,7108.2,7203.2,7290.2,7396.6,7471.7,7612.1,7870.8,8039,8171.3,8390.2,8499.9,8565.8,8711.3,8891.2,9012,9115.3,9209.5,9298.2,9410.4,9485.7,9622.9
