l,l,l,i,l,i,l,l,l,i,l,i,l,i,w,r,n,n,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r
1776.2,1981,2298.7,2484.3,2732.7,2849.2,3352.3,3538.2,4025.3,4142.2,4290.7,4420.3,4594.7,4692.9,4862.3,5039.2,5181.1,5302,5413.3,5495.3,5614.6,5870.2,6009.9,6114.6,6264.9,6452.5,6627.3,6746.3,6853.8,6931.5,7049.9,7194.6,7315.9,7426.9,7504.8,7625.5,7790.7,7912.5,8020.9,8122.7,8208.8,8315.7,8393.4,8512.4,8746.5,8851.3,9006.4,9193.9,9344.2,9466.3,9575.8,9652.3,9773.8,9934.5,10056,10166,10269,10356,10463,10541,10662,10940,11091,11197,11368,11549,11703,11822,11938,12012,12134,12343,12464,12577,12677,12764,12872,12949,13071,13354,13492,13599,13752,13945,14114,14237,14349,14427,14546,14709,14833,14946,15049,15138,15244,15323,15449
1813.6,2022,2338.1,2540.3,2775.5,2911.4,3382.5,3588.4,4060.4,4196.3,4323.3,4459.8,4631.4,4754.1,4979.4,5113.3,5254.7,5373.1,5474.9,5540.3,5689.6,5923.7,6051.7,6187.8,6398.8,6530.3,6702,6818.2,6920.2,6984.3,7129,7269.8,7390.7,7492.3,7557.1,7702,7865.9,7983.9,8087.4,8180.5,8271.3,8379.8,8446.7,8590,8786.6,8922,9139.6,9271.3,9418.4,9538.2,9641.2,9710.4,9853.1,10011,10127,10231,10327,10416,10531,10605,10744,10993,11136,11271,11496,11631,11777,11899,12003,12074,12215,12416,12538,12639,12735,12825,12937,13010,13148,13407,13535,13664,13889,14026,14190,14310,14416,14490,14627,14787,14908,15014,15107,15195,15313,15387,15530
