l,l,l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r
1105.8,1292.2,1602.2,1769.6,1973.8,2111.8,2277.1,2437.6,2657.5,2856.5,3068.9,3187.7,3341.6,3443,3516.3,3634.6,3793.7,3923.9,4028.7,4128.9,4215.3,4321.2,4395.3,4513.9,4701.5,4818.7,4926.2,5025.3,5111.2,5215.9,5289.9,5411.9,5790.1,6001.6,6101.8,6254.6,6439.9,6637.1,6757.4,6865.3,6939.1,7056.8,7247.2,7375.4,7481.8,7583.2,7666.8,7771.4,7847.1,7966.3,8283.1,8492.4,8598.7,8746,8951.6,9136.1,9256.9,9365.7,9467.1,9552.3,9658,9733.1,9856
1138.8,1329.5,1638.3,1814.6,2009.4,2155.3,2316.5,2485.4,2693.2,2910.9,3106.9,3244.1,3396.1,3501,3572.4,3709.1,3865.5,3991.7,4089.3,4183.3,4271.8,4380.6,4452.5,4588.9,4771.8,4887,4987.5,5080.3,5165.3,5280.4,5349.7,5487,5845.5,6042.7,6173.2,6389.1,6519.3,6708.5,6829.3,6928.6,6995.1,7137.1,7320.7,7445.2,7548.1,7638.6,7721.9,7832,7904.6,8046.5,8334.1,8538.4,8674.5,8885.2,9029.7,9209.7,9330.1,9430.1,9524.3,9606.9,9722.7,9788.6,9933.4
