l,l,l,l,i,l,i,l,i,l,i,l,l,i,f,a,b,r,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1639.1,1824.6,1992.4,2274.5,2448.6,2677,2814.8,2975.7,3100.3,3374.2,3527.9,3728.5,3878.1,4070,4243.7,4348.2,4422.5,4539.2,4937.7,5048.7,5202.5,5386.1,5569.8,5688.1,5798.6,5899.5,5984,6089.9,6164.8,6283.9,6477,6609.6,6722.1,6821.8,6910.8,7018.1,7092.2,7210,7484.4,7638.1,7742.9,7890.4,8071.2,8258.2,8375.3,8485,8585.5,8670.4,8777.3,8851.9,8971.7,9139.8,9262.1,9371.7,9472.3,9559.6,9665.3,9739.7,9858.8,10213,10359,10462,10613,10805,10985,11107,11220,11322,11406,11511,11586,11706,11889,12009,12122,12223,12309,12418,12492,12615,12937,13094,13195,13454,13558,13704,13810,14001,14100,14176,14295,14481,14601,14713,14813,14899,15007,15083,15204
1674.6,1863.8,2030,2313.4,2495.3,2717.5,2865.8,3018.7,3158.4,3416.5,3581.2,3771.1,3923.6,4125.3,4295.8,4405,4479,4616.4,4980.1,5113.2,5336,5464,5643.9,5757.4,5859.4,5955.8,6044.3,6152.2,6222.6,6358.9,6551.7,6681.7,6786.1,6880.5,6964.8,7081.2,7147.4,7288.2,7533.2,7684,7815.6,8016.5,8150.6,8330.8,8448.4,8549.5,8641.6,8724.9,8840.6,8909.4,9048.7,9215.3,9334,9436.5,9528.9,9618.8,9727.9,9802.7,9937.7,10263,10403,10531,10750,10886,11062,11181,11285,11378,11465,11576,11648,11786,11966,12085,12187,12280,12370,12481,12550,12697,12991,13138,13265,13499,13633,13750,13881,14051,14164,14235,14376,14558,14676,14779,14870,14961,15071,15143,15284
