i,l,i,l,i,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,i,l,i,l,i,w,r,n,n,a,b,r,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,l,i
1063.8,1276.9,1436.4,1635.2,1792.7,1983.8,2092.3,2308.9,2417.2,2645.2,2745.2,2916.9,3088.1,3283.1,3404.1,3512.6,3613.6,3699.7,3804.5,3881.4,4002.6,4345,4604,4730.7,4885.2,4987.4,5065,5182.1,5414,5581.8,5687,5840.9,6035.2,6238.2,6360.3,6469.5,6571.8,6659.2,6763.7,6840.9,6960.9,7370.3,7543.3,7647.9,7808.3,7910.6,7989.2,8104.7,8362.8,8528.6,8630.6,8931.7,9036.2,9183.7,9381.2,9566.9,9688.2,9797.3,9874.4,9992.8,10201,10302,10454,10649,10840,10956,11067,11169,11256,11362,11441,11560,11731,11854,11970,12073,12161,12268,12346,12470,13211,13331
1115.7,1315.2,1482.2,1675.6,1847.3,2020.8,2149.8,2342.4,2480.2,2681.5,2820,3030.2,3159.4,3354.6,3474.3,3573.4,3670.7,3758,3862.4,3932.5,4078,4398.2,4645,4792.1,4938.5,5046.4,5122.8,5261,5468.3,5623.9,5758.1,5978.3,6114.2,6308.7,6430.6,6536.7,6630.5,6718.8,6827.7,6901,7036,7422,7588.2,7713.9,7865.2,7974.7,8044.3,8186.7,8419.3,8574.7,8703.3,8974.9,9110.2,9324.7,9462,9638.5,9757.3,9859.9,9935.4,10073,10245,10368,10596,10727,10915,11029,11133,11227,11312,11428,11494,11644,11807,11930,12035,12131,12222,12335,12405,12547,13248,13384
