l,l,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1021.6,1369.4,1724.5,1848.3,1975,2106.2,2224.1,2335.4,2484.3,2686.4,2882.6,2999.8,3108.4,3209.9,3296.6,3403,3479.6,3599,3781.6,3904.4,4014.1,4091,4208.8,4457.5,4587.2,4695.6,4796.3,4883.1,4989.9,5066.7,5189.6,5478.8,5644.1,5749.6,5902.1,6105.2,6337.6,6470.5,6581.3,6683.1,6769.2,6875.3,6952.6,7072.6,7515.2,7669.9,7799.8,7928.5,8034.9,8250.9,8354.3,8534.7,8635.6,8716.5,8837.2,9034.5,9157,9272.3,9377.2,9464.6,9571.7,9650.2,9776.4
1058.2,1408.9,1762.8,1901.8,2010.2,2144.2,2266.7,2405.6,2628.2,2758.6,2950.9,3073,3170.6,3264.9,3353.2,3465.2,3536.1,3676.9,3854.9,3977.6,4077.9,4148.2,4288.4,4533.1,4659,4761,4853.3,4945.2,5053.9,5124.8,5266.4,5526.3,5689.5,5823.2,6047,6182.8,6410.7,6543.6,6644.2,6741.2,6827.2,6941.1,7011.2,7152.8,7564.5,7716.3,7845.4,7971.2,8107.2,8287.1,8428.2,8587.3,8699.9,8765.3,8916.2,9111.2,9236.1,9339.1,9435.6,9520.8,9638.1,9710.9,9851.8
