l,l,l,i,l,i,l,i,l,i,l,i,l,i,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,l,i,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r
1575.1,1783.1,1973.8,2176.6,2399.6,2653.2,2865.3,3020.2,3216.6,3367,3573,3711.2,4068.4,4209.6,4484.4,4705.8,4839.7,4995.1,5176.2,5313.1,5429.9,5536.2,5615,5725.8,5954,6081.4,6184.1,6283.8,6365.7,6468.8,6542.6,6659.3,6877.2,6981.3,7147.8,7247.6,7322,7441.1,7820.9,7980,8084.3,8247.1,8430.5,8603.5,8722.6,8831.7,8931.5,9017.4,9121.2,9197.3,9317.7
1609.3,1822.5,2008.2,2219.9,2438.2,2696.6,2902.4,3070.4,3254.2,3413.4,3609.2,3754.6,4104.9,4264.2,4537.6,4742.9,4911.7,5127.7,5253.6,5386,5498.4,5595.9,5666.7,5801.2,6021.9,6147.9,6248.2,6338.3,6423.9,6532.6,6598.8,6737,6919,7056.8,7203.8,7309.2,7378.5,7518.5,7877.9,8023.2,8154.8,8376.3,8509.1,8676.1,8795.4,8895.5,8988.7,9078.3,9184.6,9252.3,9394.8
