i,l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,i,l,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,n
1823.8,1986.7,2147.5,2330.9,2431.1,2624,2727.3,2920.5,3023.1,3207.7,3308.7,3458.4,3556.4,3634.2,3743.3,3898.1,4014.4,4119.3,4220.5,4302.6,4405.2,4480.2,4592.3,4853.2,5001.5,5104.2,5259.5,5438.5,5606.3,5728.8,5834.1,5910.2,6022.1,6193.9,6309.2,6415.6,6492.5,6606.8,6774.8,6893.2,7000.8,7077.3,7193.9,7366.8,7485.5,7594.3,7694.3,7778.1,7880.9,7956.4,8074.5,8396.6,8559.8,8657.8,8812.8,8992.8,9169.6,9285.9,9393.7,9468.9,9587.7,9960.6,10102,10204,10397,10497,10702,10799,10946,11134,11301,11421,11530,11606,11720,11955,12080,12186,12288,12371,12474,12551,12669,12866,12991,13102,13176,13294,13464,13592,13704,13806,13892,13998,14073,14195,14538,14702,14806,15041,15149,15434,15539,15710
1856.1,2028.3,2201.1,2370.2,2493.2,2661.7,2791.6,2960.3,3083.5,3245.7,3376.1,3513.7,3615.7,3686.4,3820.2,3967.3,4082.7,4184.7,4272.9,4360.4,4465.8,4537.2,4664.1,4912.6,5046.3,5169.4,5380.9,5516.2,5677.7,5797.9,5893.4,5964.8,6099.9,6264.4,6379.4,6480.9,6553,6681.4,6846.6,6964.8,7062.5,7133.2,7274.1,7437.8,7558.6,7660.6,7750.7,7838.4,7943.1,8016.1,8150.7,8450.5,8599.2,8733.5,8937.3,9073,9242.5,9358.8,9460.8,9532.5,9666.8,10017,10144,10271,10440,10569,10748,10882,11084,11214,11374,11498,11593,11669,11802,12027,12153,12253,12344,12429,12541,12610,12748,12941,13067,13164,13234,13377,13542,13668,13770,13862,13953,14064,14133,14274,14589,14745,14885,15084,15226,15473,15607,15810
