i,l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1969.8,2153.1,2330.7,2494.7,2660.4,2870.5,3007.8,3224.8,3352.5,3522.1,3622.8,3790.5,3889.5,3964.7,4080.2,4265.2,4381.1,4492.1,4594.2,4678.5,4782.6,4856.3,4977.4,5612.5,5783.9,5894.4,6053,6164.7,6230.9,6345.9,6517,6634.8,6745.1,6848.1,6932.7,7038.8,7110.6,7233.8
2021.5,2197,2383.8,2540.4,2727,2917.4,3071.3,3267.8,3418.6,3567.5,3697,3850.7,3956.2,4026.8,4164.4,4336.4,4455.5,4559.1,4652.3,4738.4,4847.1,4918.6,5056.4,5673.2,5827.5,5972.5,6116,6220.8,6296.1,6427.7,6590.8,6710.2,6813.8,6909.1,6993.6,7106.5,7177.3,7315.7
