l,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1992.3,2168.8,2381.1,2511.8,2688.2,2794.7,3027.4,3131.4,3427.7,3544.4,3703.1,3802.8,3878.4,3993.4,4137.4,4256.2,4368.6,4470.9,4554.8,4661,4737.1,4855.9,5044.2,5164.9,5276.1,5356.8,5471.3,5726.2,5870.6,5972.5,6122.2,6321.8,6525.3,6647.4,6758.7,6862.1,6947.8,7053.3,7129.4,7250.6,7554.9,7707.5,7806.8,7965,8153.2,8333.7,8454.6,8563.5,8639.8,8759.1,9054.9,9193.8,9300.9,9452.2,9651.6,9811.4,9932.5,10043,10147,10233,10341,10416,10539,10801,10956,11063,11290,11393,11570,11672,11747,11868,12019,12142,12252,12358,12448,12554,12630,12752
2026.8,2215.3,2420.2,2575.5,2730.6,2872.2,3069.3,3205.9,3473,3618.4,3761.1,3872.2,3942.2,4075.8,4214.1,4330.6,4434.8,4528.2,4617.7,4725.9,4799.3,4935.1,5116.4,5237.2,5343.2,5416,5550.6,5788.3,5919.7,6047.5,6266.2,6398.1,6596.6,6721.4,6823.6,6919,7009,7119.3,7190.1,7329.3,7614.4,7749,7874.5,8101,8232.4,8406,8526.2,8629.7,8701.7,8842.1,9116.7,9242.3,9379.1,9597.1,9731.6,9885.9,10006,10112,10204,10294,10409,10483,10619,10868,11008,11138,11337,11471,11630,11741,11806,11954,12098,12216,12323,12417,12509,12623,12690,12834
