l,i,l,i,l,i,w,r,n,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,f,a,b,r,n,n,a,b,r
1672.3,1811.6,1970.4,2077.9,2243.2,2343.4,2500.6,2664.3,2801.3,2909.8,2983.5,3097.3,3232.2,3350.3,3456.8,3531.5,3644.2,3787.8,3906.2,4016.3,4112.8,4196.5,4300.9,4373.8,4488.5,4751.7,4959.6,5060.8,5221.7,5401.6,5565.9,5681.3,5789.3,5863.9,5979.2,6169.6,6290.2,6400.3,6499.4,6584.2,6688.4,6762.8,6881.9,7182.9,7337.3,7441.4,7608.4,7707.2,7783,7900.1,8077.4,8196.6,8305.2,8379.8,8496.8,8686,8807.4,8919.1,9017.8,9102.8,9208.1,9283.2,9402.9,9708.9,9920.8,10025,10265,10371,10555,10659,10821,10920,10995,11114,11275,11400,11509,11588,11703
1703.7,1854.8,2009.1,2133.7,2281.7,2406.2,2611.4,2738.8,2873.1,2968.9,3037.4,3173.6,3304.2,3421.7,3517.8,3582.2,3719.6,3859.8,3978.2,4074.9,4169,4251.4,4358.5,4429.8,4562.8,4802.9,4998.8,5125.3,5353.5,5479.1,5637.3,5755.2,5853.4,5921.7,6057.6,6242.6,6363.7,6461.1,6555.9,6638.4,6746.9,6814.6,6954.2,7231.4,7379.6,7509.8,7665.1,7768.2,7842.9,7976.4,8148.6,8268.4,8368.4,8434.6,8578.3,8760.2,8880.2,8980.5,9074.1,9159.4,9270.9,9338.9,9479.2,9761.3,9962.9,10094,10305,10432,10596,10724,10876,10980,11052,11193,11347,11470,11572,11637,11780
