i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1015.2,1284.1,1459.9,1693.2,1808.6,1975.9,2076.5,2151,2263.7,2434.7,2553.8,2661.4,2760.3,2843.9,2947,3021.9,3138.9,3508.2,3688.6,3797.1,3947.2,4135.5,4352,4478.4,4586.8,4685.1,4768.3,4874,4947.1,5065.4,5489,5676.1,5815.9,6290.8,6440.4,6866.1,7033.4,7255.9,7380,7534.3,7632.6,7707.2,7824.7,8013.4,8144.6,8252.6,8350.4,8435.8,8540.1,8616.4,8732.8,9027.5,9267.5,9393.7,9555.1,9653.7,9727,9844.9,10036,10158,10265,10364,10449,10555,10629,10749
1073.2,1324.4,1515.3,1729.7,1865.4,2024.7,2135.2,2204.4,2339.2,2505.8,2626.3,2724.6,2813.7,2898.3,3006.5,3076.6,3210.6,3556.1,3730.6,3868.6,4083.6,4213.9,4422.1,4549.8,4646.5,4741.5,4827.7,4936.4,5003.2,5140.4,5538.2,5715.3,5875.8,6329.5,6493.9,6902.1,7090.8,7299.1,7450.6,7590,7693.1,7763.8,7902.3,8084.9,8213.5,8316.6,8406.7,8492.2,8604.1,8672.7,8811.5,9084.5,9310,9465.5,9610.4,9712.2,9787.2,9919.8,10106,10228,10330,10421,10506,10617,10687,10824
