l,l,i,l,l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,w,r,n,n,a,b,r
1975.2,2478.7,2599.4,2834.4,2958,3128.1,3333.5,3453.8,3645.3,3753.8,3978.6,4097.2,4249.2,4347.6,4423.8,4536.9,4720.7,4837.7,4945.4,5023,5139.3,5380.6,5542.9,5647.8,5801.2,5990.6,6145.3,6262.1,6370.6,6450.6,6566.7,6741.6,6856.8,6967.9,7045,7160.5,7432,7583.4,7688.2,7846.8,8039.9,8204.4,8323,8434.2,8533.6,8620.5,8727.3,8801.4,8922.5,9185.3,9327.2,9431.1,9585.3,9767.6,9916.3,10040,10150,10252,10338,10445,10521,10641,10801,10927,11037,11115,11235,11451,11569,11679,11784,11872,11982,12060,12179,12410,12533,12644,12746,12833,12940,13017,13136,13579,13724,13828,14100,14206,14361,14548,14764,14882,14996,15074,15195
2009.5,2509.9,2645.7,2873.9,2996.6,3179.3,3371.5,3508.6,3684.9,3819.3,4019.5,4157.5,4298.6,4405.5,4480.3,4610.9,4790.1,4908.3,5006.1,5078.3,5216.5,5430.2,5586.5,5717.4,5935.8,6067.8,6217,6333.2,6431.3,6499.2,6644.3,6813.8,6931.3,7032.1,7102.6,7240.4,7484.2,7625.5,7752.5,7984.9,8114.6,8279.9,8396.2,8495.5,8591.8,8674.4,8787.1,8860.6,8996.9,9240.2,9371.9,9494.8,9716.6,9847.5,9989.4,10112,10214,10309,10396,10506,10579,10720,10879,10999,11103,11178,11316,11524,11645,11748,11842,11936,12048,12118,12260,12483,12608,12711,12803,12894,13006,13077,13215,13629,13769,13895,14142,14273,14494,14628,14839,14958,15062,15134,15277
