l,i,l,i,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1192.5,1358.5,1583.6,1729.4,1970.8,2082.9,2186.8,2260,2371.7,2539.6,2653.8,2759.5,2857.1,2940.1,3042.1,3116.8,3232.6,3505.5,3690.4,3791.6,3933.5,4119.9,4282.7,4396.8,4503.4,4576.8,4690.9,4866.3,4978.8,5085.5,5160.8,5276.7,5529.7,5700.5,5799.4,5947.4,6133.2,6306.3,6422.3,6529.5,6628.4,6712.2,6816,6890.3,7006.4,7184.1,7310.4,7418.1,7515.8,7600.1,7702.3,7775.9,7895.1,8231.3,8401.7,8505.2,8654.3,8753.9,8827.8,8946.5,9134.2,9253.8,9362.5,9461,9543.4,9646.3,9721.2,9840.8
1226.6,1408.2,1620.1,1789.7,2033.7,2151,2247.7,2314.5,2446.5,2610.9,2723.3,2820.9,2911.6,2998.6,3102.6,3171.7,3310.6,3561.3,3733.2,3859.5,4071.5,4192.1,4354.5,4467.2,4561.8,4631.8,4764.1,4936.1,5049.9,5149.7,5215.2,5351.7,5583.4,5743.2,5878.4,6080.3,6213.2,6381.3,6493.9,6593.8,6685.5,6772.7,6875.6,6951.2,7086,7261.1,7382.7,7482.7,7572.8,7654.5,7766.5,7834.3,7969.9,8287.5,8444.7,8574.1,8711.8,8818.5,8884.4,9025.8,9210.2,9324,9424.8,9518.9,9603.4,9712.8,9781.2,9917.7
