l,i,l,i,l,i,l,i,f,a,b,r,n,n,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,b,r,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i
1651.6,1782.6,1985.8,2119.4,2316.6,2476.4,2685.8,2817.1,2960.1,3061.7,3137.1,3253.6,3428.9,3549.1,3657.5,3736.5,3854.5,4038.8,4156.2,4265.2,4348.7,4467,4877.4,5041.8,5151.2,5324.2,5492.8,5673.7,5795.8,5905.7,6011.8,6101.1,6208.7,6286.2,6407.6,6602.1,6739.9,6851.2,6928.2,7049.3,7357.5,7536.6,7645.6,7811,7986.7,8154.1,8273.4,8384.2,8461.3,8581.7,8806.8,8952.7,9064.6,9169.2,9255,9363.2,9440.7,9563.4,9964.7,10127,10262,10453,10557,10637,10757,10960,11089,11204,11308,11397,11505,11585,11706,12153,12330,12441,12748,12872
1690.3,1828.8,2025.5,2157.8,2352.6,2523.9,2728.6,2857.4,3009.6,3126.3,3193.5,3333.6,3503,3621.4,3723.7,3797.7,3936.2,4108.8,4224.4,4322.1,4399.5,4539.4,4927,5085.4,5228.9,5435.1,5571.1,5747.8,5869.7,5974.2,6067,6157,6274.8,6340.2,6485.6,6674,6808.8,6916.7,6983.9,7129,7415.4,7581.9,7713.6,7927.2,8065.3,8229.3,8347.4,8451,8517.7,8664.3,8883.5,9028.6,9132.6,9225.1,9315.7,9429.3,9499.5,9645.1,10018,10173,10301,10513,10624,10691,10839,11036,11163,11272,11369,11458,11574,11646,11790,12208,12372,12511,12789,12944
