i,l,i,l,i,f,a,b,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,l,i,l,i,l,i,l,i,w,r,n,n,a,d,f,a,b,r
1114.3,1296.3,1403,1618.3,1720.8,1881.9,1983.4,2057.4,2176.9,2350.4,2475.7,2584.8,2662.8,2781.5,2980.7,3103.2,3215.9,3317.4,3403.7,3509.2,3585.1,3707,4029.8,4191.1,4296.1,4445,4638.6,4787.7,4917.1,5027.1,5128.7,5216.2,5323.2,5399.2,5520.9,5723.1,5843.3,5953.9,6056.8,6146.1,6254.7,6329.8,6450.9,6712.4,6863.8,6966,7121.6,7224.3,7301.2,7421.7,7596.8,7724.8,7836.5,7939,8026.9,8139.3,8216,8337.6,8647.1,8847,8954.2,9112.3,9297.8,9491.7,9617.1,9729.5,9831.2,9920.2,10028,10105,10228,10717,10862,10966,11126,11229,11306,11427,11610,11733,11846,11947,12035,12144,12222,12342,12639,12797,12900,13056,13246,13442,13570,13683,13787,13874,13983,14061,14182,14671,14829,14928,15116,15223,15388,15580,15766,15889,16002,16104,16192,16303,16380,16502,17385,17532,17739,17846,18090,18198,18394,18502,18657,18851,19000,19129,19241,19316,19440,19647,19776,19890,19994,20083,20192,20269,20395,20965,21070,21263,21370,21648,21755,21917,22023,22184,22377,22537,22671,22785,22888,22976,23084,23162,23286
1160.1,1336,1463.6,1655.7,1792.7,1936.6,2041,2115.3,2251.7,2421.9,2544,2645.8,2717.7,2857.5,3055.3,3175.8,3280.5,3371.7,3459.8,3568.9,3642.6,3784.5,4080.4,4237.4,4366.6,4586.3,4714.9,4863,4987.6,5088.6,5186.2,5271.9,5383.6,5455.8,5603.9,5795.9,5915.3,6018.2,6114,6206.9,6317.7,6393.2,6527.1,6762.3,6905.1,7035.4,7175.3,7288,7359.7,7503.4,7670.5,7797.8,7897.5,7995.9,8084.8,8200.4,8274.4,8417.4,8698,8889.4,9020.2,9246.3,9375.2,9566.4,9689.9,9795.1,9890.5,9981.2,10090,10166,10307,10766,10905,11037,11184,11297,11371,11506,11686,11807,11908,12006,12097,12207,12281,12422,12688,12840,12971,13193,13323,13517,13644,13744,13845,13929,14048,14119,14260,14719,14873,14998,15158,15288,15525,15660,15845,15962,16067,16162,16247,16363,16440,16581,17425,17583,17782,17909,18134,18263,18439,18578,18793,18928,19075,19202,19306,19375,19519,19722,19851,19950,20052,20144,20256,20327,20476,21007,21141,21306,21441,21691,21822,21960,22089,22323,22458,22616,22745,22850,22947,23035,23149,23220,23365
