l,l,i,l,i,l,i,w,r,n,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,w,r,n,n,a,d,f,a,b,r,i,l,i,n,a,b,r,n,n,a,d,f,a,b,r,i,l,i,l,i,f,a,b,r,n,n,a,d,f,a,b,r
1799.9,1967.5,2173,2318.2,2423.5,2601.4,2705.1,2862.4,3042,3218.2,3336.9,3447.8,3522.8,3638.3,3822.1,3938.6,4048.5,4149.7,4235.4,4341.9,4416.3,4536.7,4864.6,5012.2,5114.3,5265.3,5463.2,5659.2,5785,5894.8,5997.3,6084.3,6189.7,6264,6386,6859.3,7016.9,7119.7,7300.3,7401.5,7477.4,7595.6,7773.5,7895,8006.7,8106.8,8194.2,8299.7,8376,8495.6,8927.4,9085.4,9220.6,9390.2,9496.7,9653.4,9756,9830.5,9949.8,10164,10290,10398,10499,10587,10694,10770,10889
1835.4,2008.7,2221,2359.8,2482.3,2642.8,2772,2990.2,3114.6,3290.6,3412.3,3509.1,3579.2,3716.8,3893.6,4007.2,4109.9,4205.8,4288.7,4399.9,4478.5,4613,4920.9,5054.5,5188.8,5407.9,5541.1,5733.6,5856.1,5960.1,6053.8,6144.3,6254.7,6323.8,6462.9,6915.1,7063.6,7194.8,7356.8,7469.3,7534.7,7675.4,7850.5,7968.4,8070.7,8166.1,8253.4,8365.6,8437.2,8574.8,8977.2,9128.5,9263.4,9434.7,9565.3,9710.2,9819.9,9890.8,10029,10240,10361,10462,10557,10647,10758,10832,10968
