n,n,n,n,n,n,n,n,n,a,b,l,e,d,g,f,a,b,l,e,d,g,f,a,b,l,e,d,g,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,n,n,n,n,a,b,l,e,d,g,f,n,n,f,a,b,l,e,n
1974.8,2902.7,3058.5,3324.3,3509.3,3671.5,3830.6,3980.6,4131.8,4274.4,NaN,4462.5,4611.9,4830.1,NaN,4910.8,5104.9,NaN,5304,5452.9,5611.1,NaN,5759.9,5959.2,NaN,6158,6310.3,6527,NaN,6612.2,6803.7,NaN,6999.1,7152.9,7310.3,NaN,7458.1,7651.2,NaN,7847.6,7997.2,8168.6,8328.5,8445.3,8631.6,NaN,8830,8986.8,9214.6,NaN,9299.9,9493.8,NaN,9692.8,9846.7,10014,NaN,10161,10357,NaN,10555,10707,10918,11103,11230,11425,NaN,11627,11780,12016,12178,12296,12478,NaN,12679,12832,13040,NaN,13135,13340,NaN,13543,13705,13928,14092,14203,14403,NaN,14603,14767,14931,NaN,15087,15292,NaN,15500,15675,15853,16029,16153,16360,NaN,16563,16722,16880,NaN,17048,17243,NaN,17445,17610,17864,18044,18158,18355,NaN,18559,18722,18882,NaN,19038,19295,19457,19607,19760,19903,NaN,20102,20260,20430,NaN,20591,20837,20987,21113,21306,NaN,21507,21671,21832
2022.2,2954,3103.8,3378.6,3565.2,3744.3,3904.7,4058.7,4210.2,NaN,4412.2,4558.6,4698,NaN,4879.8,4985.5,NaN,5253.4,5401.3,5534.8,NaN,5723.7,5860.9,NaN,6111.3,6254.1,6394.1,NaN,6577.3,6689.1,NaN,6952.8,7100.4,7233.8,NaN,7420.6,7548.1,NaN,7797.9,7942.1,8080.1,8245.6,8405.6,8531.6,NaN,8777.1,8931.9,9072.9,NaN,9266.5,9375.3,NaN,9642.2,9794.5,9932.7,NaN,10125,10257,NaN,10498,10654,10794,10996,11181,11325,NaN,11579,11730,11871,12093,12254,12393,NaN,12628,12777,12919,NaN,13106,13209,NaN,13490,13650,13795,14004,14168,14303,NaN,14557,14705,14854,NaN,15047,15189,NaN,15443,15599,15756,15928,16105,16250,NaN,16512,16668,16809,NaN,17002,17142,NaN,17390,17548,17698,17923,18122,18255,NaN,18513,18660,18809,NaN,18999,19132,19361,19533,19685,19839,NaN,20053,20207,20347,NaN,20549,20688,20906,21065,21205,NaN,21459,21616,21753,21955
