n,n,n,n,n,n,n,n,n,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,n,n,n,n,a,b,l,e,d,g,f,a,b,l,e,d,g,f,n,n,f,a,b,l,e,d,g,f,a,b,l,e,n,n,f,a,b,l,e,d,g,f,a,b,l,e,d,g,f,n,n,n,n,a,b,l,e,d,g,f,a,b,l,e
1986.8,2127.7,2291.5,2485.7,2760.2,2935.5,3096.3,3255.9,3407.2,3525.1,NaN,3713.2,3867.2,4085.7,NaN,4168.2,4375.4,NaN,4567,4717.5,4983.2,5139.3,5252.7,5439.3,NaN,5641.1,5791.8,6013.3,NaN,6095.4,6303.3,6458.1,6611.2,6773,6904.5,NaN,7095.4,7247.1,7470.8,NaN,7552.5,7746.5,NaN,7946.2,8097.6,8321.5,NaN,8407.1,8583,8746,8866.8,9052.1,NaN,9248.7,9400.8,9630.3,NaN,9713.7,9920.7,NaN,10113,10280,10491,10648,10759,10948,NaN,11146,11300,11538,NaN,11622,11821,NaN,12019,12190,12419,NaN,12503,12720,12877,13029,13183,13302,NaN,13505,13665,13830,NaN,13998,14206,NaN,14398,14556
2024.7,2180.4,2347.9,2534.2,2814.2,3001.1,3167.1,3328.2,3478.4,NaN,3661.2,3813.3,3951.2,NaN,4132.5,4241.8,NaN,4519,4658.7,4803.4,5060.1,5208.8,5343.9,NaN,5585.3,5744.4,5875.6,NaN,6062.4,6172.4,6374.8,6534.3,6686.8,6851.8,NaN,7046.3,7193.8,7330.4,NaN,7519.7,7629.2,NaN,7896.3,8047.8,8181.5,NaN,8372.6,8481.1,8663.4,8814.8,8960.8,NaN,9195.1,9352.1,9485.8,NaN,9679.6,9794.8,NaN,10063,10211,10361,10568,10728,10837,NaN,11098,11247,11390,NaN,11587,11698,NaN,11968,12124,12276,NaN,12469,12581,12793,12951,13109,13263,NaN,13454,13608,13753,NaN,13946,14100,NaN,14343,14498,14638
