i,r,i,i,r,i,r,e,a,b,r,n,n,e,e,a,b,r,i,i,r,r,e,a,b,i,r,e,e,e,r,n,n,a,b,r,n,n,e,e,a,b,i,r,e,e,e,a,b,r,n,n,n,n,a,b,r,v,x,a,b,i,r,e,e,a,b,r,n,l,r,l,i,r,e,e,a,b,i,r,e,e,a,b,r,e,e,a,b,r,n,n,a,b,i,r,e,e,a,b,r,n
1993.8,2199.8,2428.6,2636.1,2815,3022.1,3189.4,3367.3,3496.5,3563.6,3725.7,3931,4072.5,4219.5,4349.6,4471.8,4540.5,4689,4916.6,5133.7,5298.9,5484.2,5658.5,5793,5860.1,6029.2,6108.7,6215.4,6353,6479.4,6709.2,6889.1,7035.6,7164.8,7236.5,7371.6,7556,7702.6,7851.4,7985.9,8110.8,8178.6,8354.2,8434.1,8539.9,8679.6,8806.6,8927.8,8995.1,9145.2,9338.1,9476.2,9607.8,9752.7,9894.7,9963.2,10137,10337,10403,10518,10590,10757,10840,10944,11082,11206,11275,11464,11662,11850,12036,12230,12423,12592,12779,12918,13044,13112,13293,13373,13476,13621,13743,13812,14002,14209,14342,14467,14535,14708,14908,15051,15187,15262,15437,15521,15629,15767,15891,15961,16181,16371
2039.2,2258.2,2471.6,2677.6,2873.2,3061.4,3252.9,3465.2,3547.7,3617.8,3793.2,4003.6,4145.8,4318.6,4444.7,4526.4,4593.5,4760.2,4965.6,5173.6,5361.9,5547.8,5765.1,5842.2,5911,6067,6160.1,6320.6,6456.8,6612.5,6776.9,6962.3,7108.2,7220.8,7293.1,7441.4,7629.5,7775.2,7958.7,8086.1,8165.1,8232.8,8401.3,8488.7,8647.3,8774.1,8898,8980.2,9047.4,9213.5,9405.7,9548.3,9678.7,9829.9,9946.1,10018,10208,10371,10444,10575,10643,10804,10893,11048,11178,11259,11321,11537,11737,11926,12108,12290,12465,12652,12891,13018,13101,13164,13330,13425,13577,13715,13793,13864,14073,14317,14437,14522,14589,14779,14984,15123,15244,15313,15492,15585,15734,15864,15940,16007,16259,16445
