c,c,c,c,b,c,c,c,c,c,c,b,b,b,b,b,e,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,d,k,l,b,e,h,d,k,l,g,e,h,d,h,g,e,g,g,g,g,e,j,j,j,h,d,h,h,e,b,b,b,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,e,g,c,e,h,d,k,l
1993.9,2133.7,2267.3,2413.8,2542.2,2677.2,2805.2,2932.5,3062.8,3227.7,3379.8,3520.1,3668.5,3817,3960.4,4109,4267.3,4412.3,4547.6,4684.4,4829.4,4972,5119.2,5269.1,5415.4,5565.3,5646.5,5746.1,5871.3,5960.6,6080.6,6202.3,6335.9,6459.1,6518.6,6674.9,6802.5,6947.8,7098.6,7246.6,7327.6,7427.7,7548.5,7638.2,7759.1,7882.6,8014.9,8135.2,8196.3,8342.3,8469.7,8613.6,8760.2,8842.6,8937.4,9057.8,9147.2,9270.1,9391.6,9523.1,9641.7,9702.2,9848.6,9978.5,10089,10200,10269,10424,10557,10659,10778,10838,11004,11121,11249,11358,11472,11540,11782,11913,12045,12151,12283,12428,12565,12710,12861,13017,13183,13333,13461,13607,13760,13912,14036,14165,14315,14472,14620,14736,14879,15021,15154,15277,15431,15579,15725,15808,15908,16027,16118,16242,16363,16497,16609,16679,16928,17075,17557,17721,17857,17989,18098,18213,18282
2015.7,2165.5,2298.5,2444.3,2577.6,2711.8,2840.2,2966.5,3099,3263.8,3418.4,3595.3,3736.5,3887.8,4033.3,4176.4,4320.1,4467,4601.6,4738,4883.8,5047.5,5196.7,5345.9,5492.9,5624.3,5714.9,5811.5,5917,6056,6173.1,6263.8,6389.9,6505.6,6586.9,6728.7,6879.1,7026.9,7176.3,7306.8,7395.7,7494.3,7592.8,7733.2,7854.1,7945.8,8070.2,8182.1,8262.8,8398,8546.9,8689.5,8818.6,8907.5,9004.5,9103.4,9240.5,9363.8,9452.9,9575.5,9693.3,9770.4,9904.1,10015,10144,10256,10340,10478,10593,10714,10829,10908,11051,11176,11287,11414,11530,11608,11812,11967,12087,12209,12324,12454,12620,12740,12885,13051,13219,13388,13539,13686,13821,13951,14091,14203,14344,14510,14666,14805,14948,15077,15208,15355,15508,15658,15784,15875,15974,16073,16208,16329,16424,16550,16667,16747,16959,17129,17589,17749,17911,18020,18152,18272,18348
