c,c,c,c,c,c,c,b,b,b,b,b,b,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,d,k,l,e,h,d,h,h,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,h,g
2458.8,2595,2720.6,2854.8,2989.8,3145.6,3286.2,3417.4,3563.1,3713.2,3850.6,3997.4,4137.6,4275.5,4411,4548.6,4679.1,4814,4947.9,5091.3,5239.5,5384.5,5467.3,5563,5678.6,5769,5888.5,6009.8,6141.1,6257.9,6319.1,6490,6602,6732.6,6877.6,7021.1,7165.6,7250.5,7350.1,7463.8,7553.9,7675,7796.3,7928.9,8045.4,8107.4,8255.3,8384,8487.3,8605.4,8667.3,8813.8,8941.5,9051.2,9171.7,9234.9,9389,9512.3,9636.2,9759.7,9904,10038,10174,10321,10468,10619,10701,10799,10920,11010,11132,11253,11388,11509,11571,11755,11864,11992,12104,12231,12381
2489.6,2627.1,2753.9,2891.8,3023.5,3185.4,3345.3,3488.4,3632.5,3783.1,3923.1,4065.8,4203.3,4342.1,4465.3,4601.2,4731.8,4868.4,5021.5,5164.1,5311.3,5439.7,5531.8,5625.2,5723.6,5860.9,5980,6067.8,6193.3,6306.6,6383.9,6532.8,6657.3,6807,6955.3,7093.2,7222.6,7313.6,7411.5,7508.2,7647.7,7765.2,7857.9,7981.2,8093,8170.3,8307.9,8419.4,8540.8,8655.1,8731.9,8867.1,8977.3,9104.4,9222,9300.2,9440.8,9545.5,9689.4,9797,9928.2,10093,10245,10396,10542,10681,10769,10862,10966,11105,11226,11311,11439,11558,11639,11792,11920,12028,12157,12267,12404
