b,b,c,c,c,c,b,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,g,b,b,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,b,b,b,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,h,d,h,h,g,g,e,h,h,h,h,h,h,g,b,e,e,h
2124.5,2273.2,2389.4,2541.2,2674.3,2813.1,2942.5,3112,3251.9,3440.5,3579.4,3720.2,3868.4,4008.6,4159.2,4310.1,4460.7,4600,4735.8,4879.5,5012,5148,5292.7,5447.9,5587,5706.6,5849.1,5996,6144,6289.4,6430.6,6579.3,6715.2,6847.1,6986.7,7130.4,7277.4,7360.2,7456.8,7577.4,7666.4,7785.3,7908.2,8042.8,8159.3,8221.6,8361.9,8488.2,8638.4,8785.7,8868.3,8968.1,9086.4,9175.8,9297.5,9419,9552.2,9669.4,9733.1,9877.6,10005,10114,10236,10301,10445,10580,10778,10895,11036,11175,11309,11452,11584,11724,11857,11997,12142,12293,12378,12476,12595,12685,12807,12929,13057,13179,13242,13422,13532,13662,13770,13889,13954,14093,14228,14356,14480,14628,14780,14943,15089,15224,15368,15549,15727,15906,16088,16298,16474,16601,16747,16880
2154.1,2301.7,2426.4,2569.5,2696.4,2841.6,2996.3,3151,3309.2,3501.7,3642.4,3789.4,3937.2,4076.1,4227.5,4376.7,4514.4,4651.8,4788.4,4930.7,5067,5202.5,5328.5,5486.1,5623.5,5768.9,5913.5,6054,6210.1,6355.3,6485.5,6632.2,6768.3,6917.1,7058.7,7198.8,7333.5,7421.5,7520.3,7622,7759.9,7873.9,7966.1,8090.9,8202.3,8285.6,8416.2,8557.8,8709.3,8842.6,8931.6,9030.4,9131.7,9270.7,9389.8,9477.6,9603.3,9713.1,9796.7,9932.7,10040,10167,10279,10363,10500,10628,10815,10959,11098,11238,11366,11505,11637,11776,11926,12071,12216,12352,12441,12540,12640,12778,12899,12986,13108,13227,13306,13456,13584,13698,13821,13932,14015,14150,14262,14408,14515,14650,14811,14974,15143,15256,15394,15604,15775,15953,16128,16327,16506,16653,16801,16931
