g,c,b,b,b,c,b,b,c,c,b,b,e,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,h,h,e,h,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,j,j,b,e,j,h,d,h,h,e
3248.5,3407.4,3561.2,3712.1,3871.3,4004.9,4129.1,4271,4400.5,4564.4,4703.4,4840.1,4991.6,5130.4,5259.3,5396.3,5529.5,5659.4,5800.9,5940.2,6070.8,6212.7,6360.4,6444.5,6539,6660.2,6747.1,6866.2,6987.4,7121.6,7237.9,7299.3,7472.6,7587.2,7714.9,7857.8,8000.7,8082.7,8181.6,8299.3,8388.8,8507.2,8630.8,8762.2,8879.6,8941.3,9098.5,9213.2,9341,9452.9,9578.4,9716.7,9841.3,9970.2,10077,10194,10256,10404,10530,10675,10821,10903,11000,11120,11210,11332,11451,11584,11706,11767,11989,12104,12243,12357,12477,12541,12690,12823,12951,13178,13297,13436,13588,13784,13913,14059,14222
3269.5,3440.3,3590.2,3745.7,3900.3,4038.6,4167.2,4302.1,4435.4,4602.5,4768.5,4908.4,5045.8,5185,5314.1,5450.8,5584,5713.7,5855.9,5994.6,6146.1,6288.8,6420.2,6507.6,6603.7,6701.5,6836.1,6955.1,7044,7174.1,7285.1,7362.9,7513.2,7643,7787.4,7927.8,8057.6,8148.1,8244.7,8344.6,8474,8596.3,8693.7,8815,8930.9,9003.4,9135.5,9266.7,9376.5,9507.5,9619.5,9738.6,9894.1,10007,10130,10246,10320,10458,10602,10742,10877,10968,11065,11167,11300,11421,11513,11637,11753,11831,12016,12164,12281,12409,12529,12603,12739,12896,13033,13213,13353,13509,13628,13836,13954,14086,14277
