u,u,u,u,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x
1116.9,1272.2,1423.4,1573.2,1749.5,1970.4,2111,2208.2,2303.4,2471.1,2641.4,2832.8,3020.5,3101.5,3196.8,3359.8,3539.8,3749,3866.6,3969.9,4116.8,4219.7,4384.7,4516.7,4671.8,4810.6,4910.6,5006.7,5187.4,5368.8,5578.5,5693.7,5797.8,5950.2,6052.1,6211.2,6313.6,6500.3,6631.8,6788.8,6934.3,7037.6,7134.8,7312.5,7494.8,7724.1,7854.6,7961.8,8123.8,8228.5
1165.4,1325.1,1479.2,1616.6,1836.7,2050.6,2183.8,2282.5,2367.9,2588.2,2706.4,2908.3,3070.4,3181.6,3263.2,3482.7,3632.1,3815.5,3921.2,4064.5,4174.4,4315.7,4461.2,4601.8,4748.8,4886.8,4994.8,5079.1,5315.6,5464.8,5644.4,5751.9,5889.6,6010.7,6147.5,6268.3,6408.8,6575.8,6704,6863.8,7010.5,7118.8,7202.9,7435.8,7590.5,7789.3,7915.4,8052,8180.2,8315.4
