u,u,u,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r
1300.3,1455.3,1619.6,1778.4,1985.1,2119.5,2217.9,2313.9,2483.8,2655.9,2855.9,2975.7,3078.3,3232.3,3333.3,3492.4,3622.5,3774.1,3911.2,4009.7,4105.3,4279.2,4450.8,4651.7,4835.8,4922.4,5019.8,5189.4,5362.4,5566.1,5685.6,5788.6,5936.9,6037.7,6200.2,6329.4,6479.2,6615,6718.8,6816.9,6986,7157.6,7352.7,7549.6,7634.8,7731.8,7900.6,8084.2,8291.4,8411.2,8513.8,8661.8,8763.9,8919.9,9018.6,9187.2,9321.5,9480.8,9625.8,9723.5,9821,9994.1,10174,10397,10523,10627,10778,10883,11060,11195,11364,11508,11612,11708,11891,12072,12285,12414,12519,12674,12778,12953,13096,13268,13410,13515,13617,13824,14014,14238,14362,14472,14626,14731,14908,15054,15216,15363,15462,15556,15762,15959,16144,16271,16376,16537,16641,16831,16977,17146,17300,17411,17514,17697,17889,18121,18291,18398,18556,18662,18848,18994,19172,19323,19425,19522,19737,19923,20150,20287,20396,20557,20666,20856,21006
1331.6,1501.5,1671.9,1857.8,2064,2194,2294.1,2374.8,2598.4,2744.1,2916.8,3032.1,3161.4,3289.1,3412.7,3567.8,3690.7,3856.3,3986.1,4085.6,4173.7,4395.7,4546.3,4728.1,4896.4,4996.2,5084.9,5303.5,5455.7,5634.1,5743.9,5871,5995.2,6118,6278.8,6401.4,6555.6,6693.6,6794.8,6882.5,7105.5,7246.2,7430.4,7610.6,7712.2,7797.2,8025.6,8178,8357.8,8466.1,8596.8,8720.6,8849.3,8975.5,9103,9266.4,9393.7,9562.4,9699,9799.8,9890.3,10120,10272,10464,10579,10711,10840,10977,11132,11269,11450,11589,11694,11779,12010,12166,12353,12472,12609,12733,12861,13031,13173,13346,13490,13595,13686,13937,14113,14307,14421,14550,14683,14815,14983,15128,15303,15435,15541,15628,15878,16009,16213,16329,16471,16596,16728,16907,17051,17232,17384,17488,17581,17817,17982,18193,18346,18482,18615,18746,18930,19069,19248,19398,19503,19595,19849,20024,20223,20343,20482,20618,20756,20934,21091
