u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n
1146.6,1294,1448,1620.7,1953.7,2181,2322.1,2422.8,2518,2700.8,2876.9,3084.4,3210.7,3316,3476.2,3611.8,3774.4,3916.9,4015.5,4111.2,4294.8,4471.4,4679.4,4802.2,4904.8,5057.7,5157.6,5319.2,5452.9,5615.4,5755.9,5855.3,5949.9,6120.2,6292.6,6506,6627,6731,6893.6,6995.2,7165.1,7295.8,7456.3,7595.5,7689.5,7786.7,7955.7,8131.5,8335.1,8520.9,8600.9,8698.9,8863,9039.2,9256.7,9378.4,9485.1,9632.5,9732.9,9897.5,10030,10194,10339,10434,10530,10707,10885,11101,11225,11331,11487,11589,11763,11895,12056,12204,12303,12395,12591,12770,12972,13214,13290,13385,13583,13768,13993,14125,14232,14383,14483,14673,14814,15012
1194.4,1334.8,1487.3,1659.6,2032.5,2254.9,2395,2493.8,2577.8,2816.8,2965.8,3146.3,3265,3398.4,3551.1,3681.1,3855.6,3986.7,4089.8,4175.9,4411.7,4563.7,4745.6,4857.6,4987.8,5110,5238.2,5389.4,5526.9,5695.5,5832.4,5932.8,6015.2,6235.9,6387.2,6570.6,6683.4,6812.9,6948.8,7088.1,7235.4,7364.9,7539.2,7667.1,7765,7852.2,8069.4,8227.7,8403.4,8576.7,8679.7,8763.5,8981.2,9131,9321.9,9434.7,9569.3,9687.9,9817.5,9969.8,10103,10275,10411,10510,10598,10821,10979,11168,11282,11420,11542,11672,11837,11965,12140,12280,12378,12469,12707,12862,13046,13251,13367,13450,13692,13864,14065,14184,14316,14436,14567,14745,14889,15086
