u,u,u,u,u,u,r,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r
1048.5,1193.3,1350.9,1518.1,1673.5,1837,1988.1,2299.6,2441.6,2653.6,2799.6,2896.1,2991.5,3175.7,3352.3,3563.6,3695.1,3804.1,3978.7,4110.2,4271.7,4414.8,4517.2,4611.9,4786,4969.4,5191.7,5318.2,5428.6,5608.3,5740.2,5906.9,6048.5,6156.7,6253.3,6429.4,6615.8,6832.9,6957.1,7065.2,7245.6,7378.5,7536.8,7679.5,7776.4,7872.8,8048.5,8230.8,8425.8,8617.2,8704.3,8801.6,8994,9173.9,9390.5,9516.3,9620.9,9778.5,9881.6,10053,10187,10350,10493,10601,10698,10875,11055,11281,11404,11510,11658,11762,11939,12078,12255,12390,12494,12590,12787,12969,13198,13323,13432,13586,13688,13867,14004,14174,14325,14425,14521,14704,14887,15121,15250,15358,15516,15624,15793,15899,16089,16231,16394,16540,16641,16738,16933,17119,17352,17479,17589,17759,17863,18033,18139,18313,18450,18645,18786,18886,18984,19178,19364,19595,19729,19841,20014,20119,20321,20429,20612,20755
1083.8,1233,1399.3,1562.7,1730,1884.9,2073.8,2352.6,2531.9,2725.8,2870.7,2970.9,3056.6,3282.4,3441.3,3623.7,3751.8,3893,4052.9,4189.9,4354.1,4491.8,4591.2,4677.8,4907.8,5060.3,5254.2,5371.4,5510,5685.2,5820.9,5988.3,6130.1,6233.2,6327.2,6552.7,6708.2,6898.7,7016.2,7155.2,7316.7,7464.7,7618.6,7752,7852.8,7944,8170.5,8331.7,8513.1,8674.8,8781.4,8875.1,9115,9267.3,9456,9577.4,9709,9839.2,9972.2,10129,10264,10431,10574,10679,10768,10999,11151,11345,11461,11592,11717,11855,12018,12158,12331,12469,12573,12658,12907,13071,13265,13386,13517,13645,13780,13943,14089,14262,14403,14502,14598,14827,14982,15194,15311,15445,15575,15715,15851,15987,16162,16306,16474,16618,16720,16812,17060,17216,17424,17541,17679,17819,17954,18093,18226,18393,18532,18724,18861,18961,19057,19300,19450,19671,19792,19934,20074,20209,20378,20518,20694,20836
