u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,d,x,s,r,n,n,a,b,l
1251.7,1399.6,1599.2,1776.7,1989,2133.2,2233.6,2324.2,2504.5,2678.1,2880.5,3008.9,3114.9,3275.1,3404.8,3556.2,3696.7,3795.3,3888.6,4061.6,4230.9,4436.4,4559.3,4662,4836.6,4968.9,5126.7,5261.5,5357.5,5452.4,5627.5,5803,6011,6128.4,6231.1,6382.2,6478.4,6643.9,6771.4,6934.6,7065.8,7162.1,7255.5,7423.5,7593.7,7802.5,7917,8018.9,8162.8,8263,8436.6,8570.1,8720.9,8859.6,8958,9055.2,9221.1,9399,9612.3,9734.8,9842.2,9993.9,10094,10261,10393,10551,10694,10792,10884,11053,11229,11458,11576,11680,11833,11932,12081,12182,12358,12490,12649,12788,12886,12981,13158,13333,13550,13671,13774,13924,14028,14186,14286,14459,14593,14754,14897,15004,15098,15283,15461,15676,15800,15905,16065,16167,16343,16447,16621,16756,16921,17069,17176,17268,17465
1300.5,1438.1,1637.7,1861.8,2067.7,2206.8,2305.8,2388.8,2619.4,2762.8,2950.1,3066.5,3198.4,3349.8,3472.7,3635.5,3772.7,3866,3954.6,4184.1,4319,4503.8,4616.8,4751.2,4910.3,5043.6,5210.7,5334.1,5431.2,5518.5,5744,5893.8,6077.9,6184.6,6323.2,6442.3,6572.2,6719.3,6853.1,7016.6,7140.7,7240,7325.2,7541.3,7687,7865.2,7967.8,8102.2,8219.4,8350.6,8511.1,8640.8,8802.6,8936.2,9036.2,9121.5,9338.2,9487.7,9677.7,9796.6,9921.5,10051,10170,10336,10463,10633,10771,10868,10951,11168,11319,11524,11635,11760,11887,12007,12139,12256,12428,12559,12733,12861,12965,13044,13270,13423,13622,13728,13852,13979,14109,14242,14365,14530,14665,14835,14978,15082,15167,15395,15542,15745,15856,15990,16121,16248,16397,16534,16694,16833,17007,17152,17253,17337,17574
