u,u,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t
1139.7,1287,1441.7,1619.9,1810.3,1972.5,2212.5,2357.5,2460.9,2556,2725.5,2903.9,3118.6,3245.1,3351.3,3521.4,3655.8,3832.4,3971.4,4073.6,4169.5,4341.6,4520.8,4728.1,4892,4999.3,5183.8,5317.7,5480.5,5619.4,5717.1,5813.9,5986.2,6161.7,6369.2,6564.4,6644.2,6740.3,6915.8,7097.2,7316.8
1190.2,1335.5,1494.9,1668,1850.1,2054,2290.8,2432.1,2531.9,2620.8,2843,3003.8,3184.9,3302.3,3433,3595.3,3726.6,3912.3,4050.2,4150.9,4237.9,4445.2,4613.6,4797.5,4953.3,5087.6,5258.3,5393.8,5564.5,5696.7,5793.1,5882,6098.6,6256.5,6442.7,6619.4,6726.9,6808.3,7040.7,7186.4,7376.8
