u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,w
1383.7,1551.2,1718.3,1973.8,2120.4,2224.1,2317.8,2508.1,2689.7,2901.6,3038.2,3146.7,3317.8,3449.4,3610.5,3751.9,3854.2,3946.2,4130.1,4303.9,4508.7,4629.6,4733.8,4885.7,4988.8,5158.2,5289.9,5443.7,5584.7,5685.8,5783.4,5952.9,6130.2,6347.8,6468.7,6570.9,6727.5,6827.1,6997.5,7130.8,7289.2,7430.4,7530.2,7624.2,7795.4,7964.1
1425.2,1593.1,1791,2045.1,2189.3,2293.3,2379,2625.9,2775.8,2969.4,3090.8,3235.5,3389.3,3518.9,3690.4,3825.6,3925.7,4012,4243.6,4387.6,4572.3,4679.8,4820,4941.2,5072.6,5225.9,5358.1,5520.2,5657,5760.3,5846.5,6066.9,6221.2,6413.2,6521.7,6654.3,6778,6909.2,7070.4,7197.7,7374.8,7507.6,7604.7,7691.7,7909.6,8001.4
