r,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,w
1257.2,1722.4,1951.5,2096.3,2204.6,2298,2486.1,2670.8,2882.1,3021.2,3127.2,3302.9,3439.9,3618.6,3765.8,3870.8,3964.9,4147.3,4329.5,4544.2,4675.5,4783.8,4961.2,5099.8,5273,5416.7,5518.6,5616.2,5809.1,5989.3,6200.3,6328.6,6433.5,6582.7,6683.9,6857.9,6989.5,7154.4,7294.7,7394.8,7493.5,7664,7845.2,8063.6,8185.9,8292,8448.4,8551.4,8729.8,8862.6,9041.8,9189.1,9286.1,9386.3,9561.7,9742.2,9956.9,10150,10233,10331,10514,10691,10906,11024,11131,11288,11388,11556,11692,11856,11998,12097,12194,12380,12560,12772,12902,13009,13175,13279,13442,13578,13742,13888,13988,14086,14271,14456,14676,14799,14903,15064,15166,15348,15483,15666,15813,15912,16007,16183,16364,16592,16803,16887,16986,17186,17376,17602,17740,17846,17999,18101,18281,18420,18606,18750,18853,18951,19141,19330,19564,19697,19801,19957,20064,20256,20392,20571,20724,20829,20927,21123,21319
1324.2,1793.2,2023,2167.8,2278,2360.7,2587.3,2762.3,2944.8,3077.1,3206.5,3375,3517.2,3692.2,3841.6,3945.5,4030.3,4259.2,4424.1,4612.1,4728.8,4852.5,5035.6,5169.5,5355.6,5492,5598.8,5681.1,5923.5,6080.9,6266.2,6383.4,6514.7,6636.6,6764.2,6934.1,7065.5,7235.8,7370.8,7470.2,7562.5,7781.9,7944.5,8132.8,8244.1,8375.9,8504.1,8631,8803.5,8928.3,9125.2,9262.3,9365.7,9453.4,9682.5,9838.7,10038,10211,10315,10403,10633,10782,10975,11081,11217,11342,11471,11637,11767,11942,12075,12174,12265,12494,12653,12845,12959,13092,13231,13358,13517,13652,13826,13966,14064,14155,14393,14549,14746,14857,14993,15120,15243,15424,15565,15747,15887,15990,16075,16305,16458,16662,16854,16970,17055,17305,17481,17678,17799,17929,18055,18187,18359,18493,18687,18829,18937,19022,19264,19425,19633,19751,19885,20013,20145,20329,20467,20644,20806,20910,20994,21237,21367
