l,u,u,u,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b
1046.7,1228.8,1374.1,1816.9,1964.5,2186.6,2338.8,2438.8,2533.3,2707.2,2884.8,3095,3225.8,3331.2,3497.8,3626.2,3788.6,3932.7,4027.4,4122.4,4297.9,4472.5,4679.8,4809.2,4915.7,5075.4,5178.3,5342,5470.9,5638.8,5778.3,5877.7,5969.8,6145.2,6324.7,6533.4,6660.5,6764.2,6922.4,7023.1,7194.4,7329.4,7490.3,7632,7728.6,7825.2,7992.5,8169,8383.8,8513.3,8621.6,8772.9,8875.5,9042.2,9176.2,9347.2,9489.9,9595.4,9689.1,9869.5,10045,10257,10380,10483,10641,10740,10913,11057,11243,11393,11496,11592,11779,11965,12164,12360,12440,12530
1140.1,1277.7,1416.8,1868.1,2056.3,2265.7,2414.2,2513.2,2602.7,2826.9,2981.8,3157.9,3285.8,3420.2,3574,3699.9,3865.6,4004,4103.9,4193.2,4421.1,4568.2,4746.5,4868,5004.6,5134,5268.2,5419.2,5545.3,5722.3,5851.5,5953.6,6043,6264.6,6422.6,6602.1,6722.1,6852,6978.4,7115.2,7270.9,7404.8,7574.4,7707,7805.5,7894.6,8115.1,8268.1,8454.8,8584.2,8710.2,8840,8964.6,9117.4,9264.3,9432.2,9568.9,9672.9,9765.8,9990.8,10147,10327,10440,10572,10699,10826,10996,11138,11332,11473,11577,11661,11902,12058,12249,12404,12518,12606
