u,u,l,r,n,n,a,b,l,e,t,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,t,d,x,d,x,s,r,n,n,a,b,l,e,r,n,a,b,l,w
1107.3,1253.2,1391.4,1710.7,1976.2,2114,2217.6,2313.5,2482.8,2660.5,2865.3,3014.8,3119.2,3290.9,3425.7,3585,3714.8,3818.9,3915.1,4097.3,4274.9,4500.3,4621.5,4723.5,4880.5,4980.9,5159.4,5291.2,5447.3,5595.3,5695.8,5792.4,5966.8,6136.7,6350.8,6468.4,6574.5,6724,6823.1,6996.2,7128.7,7286.6,7426.6,7525.2,7619.7,7802.1,7974.8,8194.6,8314.7,8419.5,8574,8678.8,8843.4,8980.5,9132.9,9274,9371.9,9469.8,9647.4,9827.2,10044,10166,10274,10425,10530,10709,10847,11014,11153,11251,11349,11520,11706,11923,12126,12218,12318,12514,12698
1161.9,1308.4,1444.1,1799.2,2049.3,2186.7,2293,2376,2594.2,2750.2,2928.4,3071.1,3198.8,3364.8,3495.2,3661.2,3793.4,3893.8,3977.2,4214.4,4367.3,4566.1,4675,4811.9,4930,5064.2,5234.6,5359.8,5534.7,5668.4,5771.8,5855.8,6084.2,6225.9,6417,6526.6,6653.4,6778.3,6905.4,7072.5,7201.1,7369.3,7500.3,7602.2,7685.4,7919.8,8070.4,8257.8,8368.7,8506.9,8626.2,8764,8917.4,9054.2,9218.3,9350.2,9451.2,9539.9,9768.6,9922.7,10113,10225,10361,10482,10622,10786,10921,11097,11229,11332,11421,11643,11798,12004,12197,12301,12392,12629,12747
